Column1;Column2;Column3;Column4;Column5
01.492.748/0003-83;AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA COPACABANA,440,COPACABANA,CRUZEIRO DO SUL,AC,BRAZIL;-7.625428199999991;-72.6765781
04.087.649/0001-42;AUTO POSTO DISTRITO LTDA.;RUA 03,S/N,DISTRITO INDUSTRIAL,RIO BRANCO,AC,BRAZIL;-9.942369899999994;-67.87267659999999
06.321.359/0001-47;AUTO POSTO CIDADE LTDA;AVENIDA NACOES UNIDAS,2123,7 BEC,RIO BRANCO,AC,BRAZIL;-9.966000500000003;-67.825732
14.756.385/0001-26;AUTO POSTO GURGEL COMERCIO E DERIVADOS DE PETROLEO LTDA;AVENIDA GETULIO VARGAS,1743,BOSQUE,RIO BRANCO,AC,BRAZIL;-9.962420999999997;-67.8154253
14.412.076/0001-39;AUTO POSTO SANTO ANTONIO LTDA;RUA ISAURA PARENTE,3265,EST EXPERIMENTAL,RIO BRANCO,AC,BRAZIL;-9.963451200000005;-67.84214429999999
06.003.183/0001-85;AUTO POSTO CASTANHEIRA LTDA.;ESTRADA DA FLORESTA,S/N,FLORESTA,RIO BRANCO,AC,BRAZIL;-9.993127600000005;-67.8486358
00.524.999/0001-78;AUTO POSTO ACAUAN LTDA;RODOVIA AC 40,1800,VILA ACRE,RIO BRANCO,AC,BRAZIL;-10.02815749999999;-67.79861660000002
34.213.732/0001-81;AJS DERIVADOS DE PETROLEO LTDA;RUA VALDOMIRO LOPES,793,CONQUISTA,RIO BRANCO,AC,BRAZIL;-9.95227560000001;-67.83134000000001
08.220.930/0001-62;CODEPE COMBUSTIVEIS LTDA;RODOVIA BR-364 (RIO BRANCO-CRUZEIRO DO SUL) - ATE 2,2755,PORTAL DA AMAZONIA,RIO BRANCO,AC,BRAZIL;-9.971012599999998;-67.85205090000001
33.746.960/0002-35;DANTAS & DANTAS LTDA;RUA RIO DE JANEIRO,1215,IVETE VARGAS,RIO BRANCO,AC,BRAZIL;-9.973477099999995;-67.82585469999998
00.529.581/0001-53;AUTO POSTO AMAPA LTDA;VIA CHICO MENDES,3570,AREAL,RIO BRANCO,AC,BRAZIL;-10.0072523;-67.802777
13.460.056/0001-70;AUTO POSTO PREMIUM LTDA;RUA EXPEDICIONARIO BRASILEIRO,1747,CAVACO,ARAPIRACA,AL,BRAZIL;-9.736445400000015;-36.67407270000001
23.800.197/0001-49;AUTO POSTO CIDADE LTDA;RUA DOM JONAS BATINGA,650,SAO LUIZ II,ARAPIRACA,AL,BRAZIL;-9.764566199999983;-36.6558129
12.451.076/0006-27;POSTO ARAPIRACA LTDA;PRACA  JOAO PEDRO DE ARAGAO,495,PRIMAVERA,ARAPIRACA,AL,BRAZIL;-9.762857400000001;-36.66089859999999
07.248.398/0001-29;AUTO POSTO MASSARANDUBA LTDA;RODOVIA AL 220,4698,PLANALTO,ARAPIRACA,AL,BRAZIL;-9.72716080000001;-36.66942520000001
24.313.645/0001-42;POSTO E HOTEL DI'VAN LTDA;AVENIDA ANTONIO SERMEAO L FILHO,406,JARDIM TROPICAL,ARAPIRACA,AL,BRAZIL;-9.759007999999987;-36.6410952
08.461.170/0001-85;POSTO ATLANTIC CONFIANCA LTDA;RUA QUINZE DE NOVEMBRO,470,CENTRO,ARAPIRACA,AL,BRAZIL;-9.75544840000001;-36.65519860000001
12.396.339/0001-38;DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA;RUA QUINZE DE NOVEMBRO,451,BRASILIA,ARAPIRACA,AL,BRAZIL;-9.754743499999998;-36.6555622
01.242.690/0001-58;IBN PINTO E SILVA & CIA LTDA;RODOVIA AL-110,678,CANAFISTULA,ARAPIRACA,AL,BRAZIL;-9.771919399999994;-36.62558690000001
28.256.951/0001-45;AUTO POSTO CANAFISTULA LTDA;AVENIDA JOAO CRISOSTOMO RAMALHO,1204,JARDIM TROPICAL,ARAPIRACA,AL,BRAZIL;-9.757083599999994;-36.63941879999998
08.738.994/0001-50;AUTO POSTO M M GARROTE LTDA;RODOVIA AL-220,5848,BOM SUCESSO,ARAPIRACA,AL,BRAZIL;-9.724236700000015;-36.679165
16.527.263/0001-93;AUTO POSTO ACQUA BOOL LTDA;RODOVIA AL 220,4736,BOM SUCESSO,ARAPIRACA,AL,BRAZIL;-9.727053500000004;-36.66985950000001
34.405.715/0001-46;MARINHO COMBUSTIVEIS EIRELI;RUA DOM JONAS BATINGA,5,OURO PRETO,ARAPIRACA,AL,BRAZIL;-9.759431999999997;-36.6570864
10.427.868/0001-26;LOURENCO ARAUJO FORTES E FILHOS LTDA;AVENIDA CAXANGA,623,PEDRA VELHA,DELMIRO GOUVEIA,AL,BRAZIL;-9.385934999999996;-37.98667639999999
12.436.978/0001-80;AUTO POSTO FREITAS & MAIA LTDA;RUA FLORIANO PEIXOTO,247,CENTRO,DELMIRO GOUVEIA,AL,BRAZIL;-9.380152899999981;-37.99713430000001
05.518.639/0001-87;AUTO POSTO DA PEDRA LTDA;RUA FLORIANO PEIXOTO,281,CENTRO,DELMIRO GOUVEIA,AL,BRAZIL;-9.379676799999997;-37.99671190000001
05.518.639/0003-49;AUTO POSTO DA PEDRA LTDA;RUA FREITAS CAVALCANTE,10,CENTRO,DELMIRO GOUVEIA,AL,BRAZIL;-9.3831331;-38.00085050000001
45.685.725/0001-07;AUTO POSTO NOSSA SRA DO ROSARIO LTDA;RUA FLORIANO PEIXOTO,445,CENTRO,DELMIRO GOUVEIA,AL,BRAZIL;-9.377334300000001;-37.99616800000001
17.348.259/0001-20;POSTO ALINE LTDA;RODOVIA AL 145,SN,CIDADE UNIVERSITARIA,DELMIRO GOUVEIA,AL,BRAZIL;-9.350328100000011;-37.9877454
04.431.113/0001-00;COMERCIO DE COMBUSTIVEIS NENZITA LTDA;AVENIDA CAXANGA,126,PEDRA VELHA,DELMIRO GOUVEIA,AL,BRAZIL;-9.385934999999996;-37.98667639999999
05.518.639/0004-20;AUTO POSTO DA PEDRA LTDA;RUA BENEDITO LISBOA,108,CENTRO,DELMIRO GOUVEIA,AL,BRAZIL;-9.388140399999997;-37.99856199999999
17.348.259/0002-01;POSTO ALINE LTDA;AVENIDA ANTONIO JOSE DA COSTA,59,CENTRO,DELMIRO GOUVEIA,AL,BRAZIL;-9.380425199999989;-38.00443690000001
05.518.639/0002-68;AUTO POSTO DA PEDRA LTDA;RUA HELENO PEREIRA PINTO,31,CAMPO GRANDE,DELMIRO GOUVEIA,AL,BRAZIL;-9.369838500000021;-37.99833239999997
11.290.005/0001-12;MAXI POSTO V LTDA;AVENIDA FERNANDES LIMA,1579,PINHEIRO,MACEIO,AL,BRAZIL;-9.63708049999999;-35.7363833
04.532.551/0001-57;POSTO GURI LTDA;AVENIDA MENINO MARCELO,4641,SERRARIA,MACEIO,AL,BRAZIL;-9.590135799999981;-35.7280902
07.694.838/0001-71;POSTO JARAGUA LTDA;RUA SA E ALBUQUERQUE,844,JARAGUA,MACEIO,AL,BRAZIL;-9.670287500000008;-35.72674699999999
01.242.690/0003-10;IBN PINTO E SILVA & CIA LTDA;AVENIDA CORONEL SALUSTIANO SARMENTO,425,SAO JORGE,MACEIO,AL,BRAZIL;-9.62029269999999;-35.70976289999998
31.560.876/0001-16;AUTO POSTO MANGABEIRAS LTDA;AVENIDA COMENDADOR GUSTAVO PAIVA,2,MANGABEIRAS,MACEIO,AL,BRAZIL;-9.64650850000001;-35.71469780000002
05.453.620/0001-08;AUTO POSTO CENTRO OESTE LTDA;AVENIDA GOV AFRANIO LAGES,710,JACINTINHO,MACEIO,AL,BRAZIL;-9.6475805;-35.72630720000002
00.404.850/0003-17;MARTA CRISTINA SOBRAL;AVENIDA DR FERNANDO DO C MALTA,21,TAB DOS MARTINS,MACEIO,AL,BRAZIL;-9.666041699999987;-35.7352167
27.665.019/0001-03;SANDIEGO COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA TOMAS ESPINDOLA,156 A,FAROL,MACEIO,AL,BRAZIL;-9.657885999999982;-35.73326869999999
12.605.987/0001-57;AUTO POSTO AMELIA ROSA LTDA;AVENIDA DR ANTONIO GOMES DE BARROS,476,JATIUCA,MACEIO,AL,BRAZIL;-9.65145110000001;-35.71185000000001
03.705.157/0001-00;NOSSO POSTO COMERCIO E REPRESENTACAO LTDA;RUA FIRMO CORREIA DE ARAUJO,364,CLIMA BOM,MACEIO,AL,BRAZIL;-9.578234500000015;-35.7765446
28.343.707/0002-09;AUTO POSTO COMERCIO DE COMBUSTIVEL UNIAO LTDA;AVENIDA JUCA SAMPAIO,92,JACINTINHO,MACEIO,AL,BRAZIL;-9.6356568;-35.7153743
34.801.633/0001-10;AUTO POSTO HANNAH EXPRESS LTDA;AVENIDA JUCA SAMPAIO,322,BARRO DURO,MACEIO,AL,BRAZIL;-9.615943399999999;-35.71711829999997
08.203.497/0001-57;M H DA COSTA E CIA LTDA;AVENIDA JUCA SAMPAIO,1550 E,BARRO DURO,MACEIO,AL,BRAZIL;-9.622267399999988;-35.71616660000001
17.336.019/0001-06;AUTO POSTO VELOZ LTDA;AVENIDA MENINO MARCELO,4420,ANTARES,MACEIO,AL,BRAZIL;-9.563454400000007;-35.7456359
02.488.031/0001-69;CDG COMBUSTIVEIS LTDA;AVENIDA ALVARO OTACILIO,4187,JATIUCA,MACEIO,AL,BRAZIL;-9.649100000000004;-35.70054060000001
17.698.076/0001-35;SOUZA & AMARAL AUTO POSTO LTDA;AVENIDA DR. DURVAL DE GOES MONTEIRO,8050,SANTA LUCIA,MACEIO,AL,BRAZIL;-9.590608500000004;-35.75870750000001
33.249.355/0001-78;POSTO JATIUCA LTDA;AVENIDA DONA CONSTANCA DE GOES MONTEIRO,720,JATIUCA,MACEIO,AL,BRAZIL;-9.652768600000009;-35.7176787
16.920.293/0001-65;POSTO PIRAMIDE LTDA;RUA VALDO OMENA,804,PONTA VERDE,MACEIO,AL,BRAZIL;-9.662380399999988;-35.70154450000002
07.042.809/0001-25;AUTO POSTO HANNAH LTDA;AVENIDA MENINO MARCELO,3299,SERRARIA,MACEIO,AL,BRAZIL;-9.59045989999998;-35.72789090000001
45.543.915/0902-37;CARREFOUR COMERCIO E INDUSTRIA LTDA;AVENIDA DOUTOR DURVAL DE GOES MONTEIRO,6775,PETROPOLIS,MACEIO,AL,BRAZIL;-9.596938700000006;-35.75257319999999
07.011.584/0001-40;POSTO FREI DAMIAO LTDA.;RODOVIA AL 115 KM 0,135,S/N,ZONA RURAL,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.364508400000013;-36.688909
08.623.068/0001-39;BALBINO & CIA LTDA;AVENIDA MUNIZ FALCAO,1,JOSE MAIA COSTA,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.428443199999993;-36.61720650000002
05.331.412/0002-09;SEVERINO S. LOPES & CIA. LTDA;AVENIDA MUNIZ FALCAO,1640,JOSE MAIA COSTA,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.42304200000002;-36.62204470000001
11.994.584/0001-84;POSTO SOARES & BAZILIO LTDA;RUA GETULIO VARGAS,1385,VILA MARIA,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.418813300000014;-36.63891889999999
12.018.131/0001-85;POSTO ZE TAVARES COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA VIEIRA DE BRITO,460,SAO CRISTOVAO,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.414195299999994;-36.63359839999998
08.413.304/0001-92;AMORIM & CORREIA LTDA;RUA PEDRO BARBOSA,S/N,CENTRO,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.409204899999997;-36.63442709999998
05.331.412/0001-28;SEVERINO S. LOPES & CIA. LTDA;AVENIDA MUNIZ FALCAO,218,SAO FRANCISCO,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.412355799999991;-36.63052039999999
05.562.589/0001-35;A. B. LESSA NETO & CIA LTDA;AVENIDA VIEIRA DE BRITO,1888,VILA MARIA,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.42597620000001;-36.6362125
10.616.401/0001-24;POSTO CAMINHONEIRO LTDA;AVENIDA MUNIZ FALCAO,3512,JUCA SAMPAIO,PALMEIRA DOS INDIOS,AL,BRAZIL;-9.428709099999992;-36.61737690000001
26.427.606/0001-00;PENIEL REVENDEDORA DE COMBUSTIVEIS LTDA;RODOVIA BR 104,304,ANTONIO LINS DE SOUZA,RIO LARGO,AL,BRAZIL;-9.487357599999992;-35.80894739999999
20.266.767/0001-74;FARIAS E LESSA COMERCIO DE COMBUSTIVEIS LTDA;LOTEAMENTO PARQUE DOS EUCALIPTOS,S/N,ANTONIO LINS DE SOUZA,RIO LARGO,AL,BRAZIL;-9.487357599999992;-35.80894739999999
12.486.809/0004-05;CDA EMPREENDIMENTOS LTDA;RODOVIA BR 104 AL. KM 86,SN,MATA DO ROLO,RIO LARGO,AL,BRAZIL;-9.476521999999994;-35.82146369999997
01.600.494/0001-08;OLIVEIRA & FREITAS LTDA;LOTEAMENTO VILA RICA,S/N,MATA DO ROLO,RIO LARGO,AL,BRAZIL;-9.47542590000001;-35.83344940000001
09.178.530/0001-07;SAN LORENZZO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS LTDA;LOTEAMENTO PALMARES I,S/N,PREFEITO ANTONIO LINS DE SOUZA,RIO LARGO,AL,BRAZIL;-9.524656499999987;-35.7951296
22.673.623/0001-68;OMEGA COMERCIO DE DERIVADOS DE PETROLEO E TRANSPORTE LTDA;RUA MANOEL BARROSO,3280,LIBERDADE,MANACAPURU,AM,BRAZIL;-3.291683999999997;-60.62311089999999
04.455.630/0003-73;PALMEIRA & CIA LTDA;BOULEVARD PEDRO RATTES,1176,SAO JOSE,MANACAPURU,AM,BRAZIL;-3.289038299999996;-60.62656609999999
30.141.062/0001-84;AUTO POSTO MANACA LTDA;RUA GASPAR FERNANDES,626,APARECIDA,MANACAPURU,AM,BRAZIL;-3.294633100000002;-60.62386059999999
34.475.061/0005-50;AUTO POSTO MARCIA LTDA;ESTRADA MANOEL URBANO,1520,TERRA PRETA,MANACAPURU,AM,BRAZIL;-3.276235600000008;-60.64836270000001
08.900.277/0001-82;M J COMERCIO DE COMBUSTIVEIS E TRANSPORTE LTDA;AVENIDA MARQUES VILLA REAL DE PRAIA GRANDE,1,FLORES,MANAUS,AM,BRAZIL;-3.058212999999987;-59.99526150000001
15.496.666/0001-50;POSTO JAPIIM COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;AVENIDA RODRIGO OTAVIO,4229,JAPIIM,MANAUS,AM,BRAZIL;-3.117835300000005;-59.98307670000001
03.718.127/0001-39;M. D. N. COMBUSTIVEIS LTDA;RUA EMILIO MOREIRA,1209,PRACA 14 DE JANEIRO,MANAUS,AM,BRAZIL;-3.121518499999998;-60.01554709999999
26.823.718/0001-71;LVM COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA;AVENIDA TENENTE ROXANA BONESSI (CJ GALILEIA LL),3785,NOVA CIDADE,MANAUS,AM,BRAZIL;-3.01238839999999;-59.98410739999999
02.182.534/0001-01;TRI-ZYME REPRESENTACOES COMERCIAIS LTDA;RUA EMILIO MOREIRA,1669,PRACA 14 DE JANEIRO,MANAUS,AM,BRAZIL;-3.11753780000001;-60.0155134
27.698.977/0001-80;POSTO SAO JOSE COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA AUTAZ MIRIM,64,SAO JOSE OPERARIO,MANAUS,AM,BRAZIL;-3.058953300000009;-59.9490266
01.647.520/0004-04;DAT COMERCIO DE DERIVADOS DE PETROLEO LTDA;RUA ITAETE-AMAZONINO MENDES,46,CIDADE NOVA,MANAUS,AM,BRAZIL;-3.047389500000011;-59.9491331
07.848.998/0003-90;FORTE COMERCIO DE DERIVADOS DE PETROLEO LTDA;RUA VICENTE DO SALVADOR,406,CIDADE DE DEUS,MANAUS,AM,BRAZIL;-3.018481799999984;-59.9455277
04.229.373/0004-32;SUBEL AUTO POSTO LTDA;AVENIDA BRASIL,726,COMPENSA,MANAUS,AM,BRAZIL;-3.093971599999994;-60.0589752
23.505.231/0002-33;MANAUS COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA CORONEL CYRILLO NEVES,613,SANTO AGOSTINHO,MANAUS,AM,BRAZIL;-3.098500199999992;-60.06380170000001
23.029.382/0008-58;AUTO POSTO UNIAO LTDA;AVENIDA TEFE,2165,RAIZ,MANAUS,AM,BRAZIL;-3.125554099999992;-59.99023819999999
07.153.962/0002-00;PODIUM COMERCIO DE PNEUS AUTO CENTER LTDA;AVENIDA DJALMA BATISTA,535,SAO GERALDO,MANAUS,AM,BRAZIL;-3.111170100000002;-60.02394049999999
01.706.877/0001-65;COMERCIAL SAO FRANCISCO LTDA;AVENIDA AUTAZ MIRIM,9155,NOVO ALEIXO,MANAUS,AM,BRAZIL;-3.037746099999994;-59.94127090000001
08.827.132/0001-01;H W COMERCIO DE PETROLEO LTDA;RUA BARAO DE INDAIA,712,FLORES,MANAUS,AM,BRAZIL;-3.062260799999992;-60.01420109999999
01.682.336/0001-44;ITA LUCAS LTDA;AVENIDA COSME FERREIRA,329,ALEIXO,MANAUS,AM,BRAZIL;-3.089525200000003;-59.9873777
21.185.520/0001-96;POSTO DISTRITO COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA AUTAZ MIRIM,258,DISTRITO INDUSTRIAL I,MANAUS,AM,BRAZIL;-3.097852100000005;-59.9470329
13.483.899/0001-92;SOUZA COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA RODRIGO OTAVIO,20,COROADO,MANAUS,AM,BRAZIL;-3.092353400000016;-59.98771890000001
03.932.978/0001-80;AUTO POSTO CAMILA LTDA;AVENIDA COSME FERREIRA,3276,COROADO,MANAUS,AM,BRAZIL;-3.074647999999993;-59.968523
23.505.231/0001-52;MANAUS COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA PROFESSOR NILTON LINS,2653,FLORES,MANAUS,AM,BRAZIL;-3.062947699999992;-60.00675270000001
01.691.433/0001-01;PETROMAY DERIVADOS DE PETROLEO LTDA;AVENIDA DJALMA BATISTA,4360,FLORES,MANAUS,AM,BRAZIL;-3.076661899999997;-60.0243103
04.643.904/0009-43;AUTO POSTO OZIVAL LTDA;AVENIDA SILVES,754,CACHOEIRINHA,MANAUS,AM,BRAZIL;-3.129087300000004;-60.00185059999999
04.643.904/0002-77;AUTO POSTO OZIVAL LTDA;RUA EMILIO MOREIRA,1769,PRACA 14 DE JANEIRO,MANAUS,AM,BRAZIL;-3.116311800000009;-60.01578259999999
22.138.345/0002-20;VALE DO PITINGA COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA MARIO YPIRANGA,22,ADRIANOPOLIS,MANAUS,AM,BRAZIL;-3.115585000000005;-60.0133908
10.907.424/0001-98;RCA VILLA COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA PARAIBA,665,ADRIANOPOLIS,MANAUS,AM,BRAZIL;-3.110579800000002;-60.01070359999999
29.460.196/0001-89;POSTO TN COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA TANCREDO NEVES,1562,PARQUE 10 DE NOVEMBRO,MANAUS,AM,BRAZIL;-3.065944599999995;-60.00289000000001
04.564.225/0001-21;GDA PETROLEO LTDA;AVENIDA ALVARO MAIA,S/N,CENTRO,MANAUS,AM,BRAZIL;-5.718557400000006;-62.26576749999999
22.466.976/0001-97;AUTOPOSTO MARGARITA LTDA;AVENIDA MARGARITA,4102,CIDADE DE DEUS,MANAUS,AM,BRAZIL;-2.999690600000009;-59.99006990000001
10.897.820/0001-81;IGAPO COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA MARGARITA,1147,NOVA CIDADE,MANAUS,AM,BRAZIL;-3.008085200000017;-59.97253199999999
02.486.741/0001-50;AUTO POSTO SAMAUMA LTDA;AVENIDA SAMAUMA,2,CIDADE NOVA,MANAUS,AM,BRAZIL;-3.0194655;-59.9904884
19.247.804/0001-18;TOPAZIO COMERCIO DE PETROLEO EIRELI;RUA UREQUEMA,15,CIDADE NOVA,MANAUS,AM,BRAZIL;-3.028423400000013;-59.98941629999999
26.037.924/0001-56;FORMOSA COMERCIO DE COMBUSTIVEIS LTDA;RUA JOSE ROMAO,1330,SAO JOSE OPERARIO,MANAUS,AM,BRAZIL;-3.066721099999994;-59.96497360000001
10.292.914/0001-27;AUTOPOSTO SANTOS DUMONT LTDA - ME;AVENIDA TORQUATO TAPAJOS,5580,DA PAZ,MANAUS,AM,BRAZIL;-3.057349499999984;-60.02593300000001
09.576.343/0001-73;NATAL M DE OLIVEIRA LTDA;RUA DOMINGOS PRESTES,174,CONJUNTO VIT?ìRIA R?âGIA,PARINTINS,AM,BRAZIL;-2.634870299999996;-56.7403522
07.498.919/0005-20;CACAPAVA COMERCIO DE PETROLEO LTDA;AVENIDA NACOES UNIDAS,532,CENTRO,PARINTINS,AM,BRAZIL;-2.631308100000003;-56.73449170000001
09.368.602/0001-70;F.J. COMERCIO DE COMBUSTIVEIS LTDA;RUA PARAIBA,41,RAIMUNDO MUNIZ,PARINTINS,AM,BRAZIL;-2.627567999999998;-56.7284495
07.498.919/0001-04;CACAPAVA COMERCIO DE PETROLEO LTDA;RUA SILVA CAMPOS,1357,CENTRO,PARINTINS,AM,BRAZIL;-2.621840999999985;-56.72962499999999
10.522.077/0007-70;POSTO DE COMBUSTIVEIS JARDINS LTDA;RUA LEOPOLDO MACHADO,1525,CENTRAL,MACAPA,AP,BRAZIL;0.03819800000000484;-51.06190440000001
05.983.192/0016-01;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;AVENIDA PADRE JULIO M LOMBAERD,2143,SANTA RITA,MACAPA,AP,BRAZIL;0.03521530000001771;-51.06834069999999
03.659.452/0007-63;AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA;RUA HILDEMAR MAIA,2699,BURITIZAL,MACAPA,AP,BRAZIL;0.02251699999999524;-51.07121919999999
09.405.430/0004-00;REAL PETROLEO LTDA;RUA GENERAL RONDON,642,JULIAO RAMOS,MACAPA,AP,BRAZIL;0.04672759999999165;-51.05460970000002
03.659.452/0004-10;AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA;AVENIDA VIOLETA MONT'ALVERNE MOREIRA,275,CONGOS,MACAPA,AP,BRAZIL;0.009738599999979947;-51.08167259999998
03.281.737/0002-07;J C DA S FARIAS EIRELI;RODOVIA DE DUCA SERRA,S/N,MARABAIXO,MACAPA,AP,BRAZIL;0.02806049999999338;-51.14799179999999
03.659.452/0006-82;AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA;RUA CICERO MARQUES DE SOUZA,3134,NOVO HORIZONTE,MACAPA,AP,BRAZIL;0.09983099999998135;-51.05023449999999
03.281.737/0001-18;J C DA S FARIAS EIRELI;AVENIDA ANTONIO COELHO DE CARVALHO,2257,CENTRAL,MACAPA,AP,BRAZIL;0.03251890000001811;-51.0712308
03.659.452/0002-59;AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA;RUA HILDEMAR MAIA,900,SANTA RITA,MACAPA,AP,BRAZIL;0.03975609999998575;-51.07046159999998
04.707.467/0001-27;COMERCIAL GRAO DE OURO LTDA;RUA HILDEMAR MAIA,1951,BURITIZAL,MACAPA,AP,BRAZIL;0.02951440000002581;-51.07066549999998
05.983.192/0030-51;AUTOMOTO COMBUSTIVEIS DO AMAPA LTDA;RUA MARABAIXO,2240,NOVO HORIZONTE,MACAPA,AP,BRAZIL;0.08871520000000022;-51.0549055
09.405.430/0003-20;REAL PETROLEO LTDA;RUA PEDRO SALVADOR DINIZ,971,CENTRAL,SANTANA,AP,BRAZIL;-0.0434777000000186;-51.17009919999999
14.572.838/0003-26;MONTE & FILHOS LTDA;RODOVIA DUCA SERRA,7000,DISTRITO INDUSTRIAL,SANTANA,AP,BRAZIL;-0.002751999999983656;-51.183327
03.659.452/0005-00;AUTOMOTO - AUTOMOVEIS DO AMAPA LTDA;RUA SALVADOR DINIZ,9,CENTRAL,SANTANA,AP,BRAZIL;-0.04267250000000278;-51.17861930000001
15.508.362/0001-65;POSTO PARADA CERTA COMERCIO DE COMBUSTIVEIS E LUBRIFICANTE LTDA;ROD BR 110,SN,JURACY MAGALH?ÉES,ALAGOINHAS,BA,BRAZIL;-12.19087719999998;-38.41829129999999
03.990.964/0001-12;DALILA DERIVADOS DE PETROLEO LTDA;RUA CONSELHEIRO JUNQUEIRA,SN,CENTRO,ALAGOINHAS,BA,BRAZIL;-12.12780930000001;-38.42755829999999
74.008.566/0001-04;POSTO ESTRELA DA 101 LTDA;RODOVIA MARGEM BR 101,SN,POSTO,ALAGOINHAS,BA,BRAZIL;-12.10735629999998;-38.3807391
14.356.970/0001-39;AUTO POSTO JONGA II COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA;RODOVIA GOVERNADOR MARIO COVAS,S/N,SAUIPE,ALAGOINHAS,BA,BRAZIL;-19.75071080000001;-40.37990159999998
04.218.516/0001-68;POSTO TROPICAL DE COMBUSTIVEIS LTDA;RUA PAULO AFONSO,420,PRACA KENNEDY,ALAGOINHAS,BA,BRAZIL;-12.12869339999999;-38.41099159999998
08.359.486/0001-60;CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.;RODOVIA BR 101, KM 110,5,S/N,ZONA RURAL,ALAGOINHAS,BA,BRAZIL;-12.13365980000001;-38.3916448
03.131.522/0001-10;SANDRA REGINA COMBUSTIVEIS LTDA EM RECUPERACAO JUDICIAL;AVENIDA ANTONIO CARLOS MAGALHAES,606,JARDIM OURO BRANCO,BARREIRAS,BA,BRAZIL;-12.1421211;-44.968152
43.234.539/0001-18;MAX BARREIRAS POSTO DE COMBUSTIVEIS LTDA;RUA BOA VISTA,323,BARREIRINHAS,BARREIRAS,BA,BRAZIL;-12.1420625;-45.00085329999998
12.449.635/0001-50;SANTA LUZIA COMBUSTIVEIS LTDA EM RECUPERACAO JUDICIAL;AVENIDA CASTELO BRANCO,336,RIO GRANDE,BARREIRAS,BA,BRAZIL;-12.13843969999999;-44.9756198
08.113.064/0005-34;AUTO POSTO CENTER LTDA;AV AHYLON MACEDO,2883,MORADA NOBRE,BARREIRAS,BA,BRAZIL;-12.13287020000002;-45.0152666
48.094.085/0001-40;POSTO ALIANCA LTDA;RUA DA APAE,31,BARREIRINHAS,BARREIRAS,BA,BRAZIL;-12.13775640000001;-45.00111469999999
09.263.502/0001-80;POSTO TURBINAS LTDA;RUA PAULO AFONSO,1511,BARREIRINHAS,BARREIRAS,BA,BRAZIL;-12.13459510000001;-45.00162799999999
01.664.891/0001-43;SABBA COMBUSTIVEIS LTDA;RUA SAO BERNARDO,35,VILA DOS SAS,BARREIRAS,BA,BRAZIL;-12.13570920000001;-45.01304299999999
07.464.414/0002-00;RBC - COMERCIAL DE COMBUST?çVEIS LTDA.;AVENIDA JOSE BRAZ DE AZEVEDO,99,VILA RICA,BARREIRAS,BA,BRAZIL;-12.13884250000001;-45.00667910000001
08.546.610/0001-05;DT COMBUSTIVEIS LTDA EM RECUPERACAO JUDICIAL;AVENIDA ANTONIO CARLOS MAGALHAES,2024,NOVO HORIZONTE,BARREIRAS,BA,BRAZIL;-12.14320430000001;-44.97799240000001
15.328.857/0001-02;AUREVIS COMERCIO DE COMBUSTIVEIS E TRANSPORTES LTDA;RUA   JESUINO PAMPLONA,371,OURO BRANCO,BARREIRAS,BA,BRAZIL;-12.14592289999999;-44.98367139999998
40.605.115/0005-58;POSTO MACAUBENSE LTDA;RUA CORONEL EMILIANO BALBINO,59,CENTRO,BARREIRAS,BA,BRAZIL;-12.14904669999998;-45.0000853
