Column1;Column2;Column3;Column4;Column5
03.893.040/0001-06;AUTO POSTO NOVA SAO JOAO III LTDA;AVENIDA DR DURVAL NICOLAU,873,NOVA SAO JOAO,SAO JOAO DA BOA VISTA,SP,BRAZIL;-21.97193079999999;-46.77469439999999
49.386.147/0001-50;COMERCIAL DE PETROLEO REIS LTDA;RUA TIRADENTES,224,ROSARIO,SAO JOAO DA BOA VISTA,SP,BRAZIL;-21.96275739999999;-46.7985766
48.085.242/0001-51;AUTO POSTO 14 DE JULHO SAO JOAO DA BOA VISTA LTDA;R QUATORZE DE JULHO,732,VILA CONRADO,SAO JOAO DA BOA VISTA,SP,BRAZIL;-21.98194119999999;-46.79278980000001
05.381.258/0001-07;AUTO POSTO ALIANCA DE SAO JOAO LTDA;RUA JOAO PESSOA,761,VILA ORIENTAL,SAO JOAO DA BOA VISTA,SP,BRAZIL;-21.9850041;-46.7890093
35.420.185/0001-78;AUTO POSTO IMPERIO DE SAO JOAO DA BOA VISTA LTDA;AVENIDA BRASILIA,1650,VILA ZANETTI,SAO JOAO DA BOA VISTA,SP,BRAZIL;-21.98011400000001;-46.7884043
15.746.457/0001-17;SJX COMERCIO DE PETROLEO E DERIVADOS LTDA;AVENIDA DOUTOR OSCAR PIRAJA MARTINS,1120,JARDIM SANTO ANDRE,SAO JOAO DA BOA VISTA,SP,BRAZIL;-21.97366729999998;-46.78450989999998
02.874.688/0001-64;POSTO MONTE CARLO RIO PRETO LTDA;RODOVIA SP 425 - ASSIS CHATEAUBRIAND,S/N,ZONA RURAL,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.79314679999998;-49.3087543
04.175.812/0001-29;POSTO ITAMARATI - JAYA LTDA;AVENIDA MARIA DA SILVA DORIA,,745,JARDIM SANTA ROSA II,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.78571199999999;-49.3703265
03.067.138/0001-04;FORTUNATO & ZAFANI LTDA;AVENIDA ANTONIO MARCOS DE OLIVEIRA,1681,ANA CELIA 2,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.777624;-49.3990642
03.785.430/0001-54;IRMAOS PORCINI - RIO PRETO LTDA.;RUA JOSINA TEIXEIRA DE CARVALHO,127,VILA ANCHIETA,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.79700829999998;-49.36993569999998
05.411.130/0001-30;AUTO POSTO ITAMARATI ABUNDANCIA LTDA;AVENIDA PHILADELPHO MANOEL GOUVEIA NETO,150,JARDIM CONCEICAO,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.7839694;-49.38100109999999
02.099.769/0001-34;AUTO POSTO TROPICAL CANAA LTDA;AVENIDA DOS ESTUDANTES,2952,JARDIM NOVO AEROPORTO,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.80994530000001;-49.40127999999998
03.389.606/0001-59;AUTO POSTO ZAFANI RIO PRETO LTDA;AVENIDA MONTE APRAZIVEL,2890,ELDORADO,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.78704490000001;-49.399824
02.740.500/0001-95;CHAPADI - AUTO POSTO LTDA;AVENIDA FELICIANO SALLES CUNHA,1050,VILA ITALIA,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.80964309999998;-49.40921800000002
04.114.672/0001-89;AUTO POSTO ITAIPU BASSITT LTDA;AVENIDA BADY BASSITT,6,JARDIM ALTO RIO PRET,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.80850090000001;-49.381506
05.105.805/0001-13;POSTO MONTE CARLO ERNANI PIRES LTDA;AVENIDA DOUTOR ERNANI PIRES DOMINGUES,1850,ELDORADO,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.79303970000002;-49.39459320000001
01.008.198/0001-12;AUTO POSTO REX RIO PRETO LTDA;AVENIDA DR LINEU DE A GIL,4787,SAO JUDAS TADEU,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.81893260000002;-49.35686820000002
05.076.433/0001-44;POSTO ITAMARATI - MARCOPOLO LTDA.;AVENIDA MARGINAL DE ACESSO A ENG. SCHIMIDT,205,DISTR. ENG. SCHIMIDT,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.87983209999999;-49.32882549999999
03.225.464/0001-94;AUTO POSTO DO IPE - RIO PRETO LTDA.;AVENIDA ALFREDO ANTONIO DE OLIVEIRA,2800,JARDIM PLANALTO,SAO JOSE DO RIO PRETO,SP,BRAZIL;-20.7637368;-49.3840009
00.256.893/0017-06;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;PRACA CANDIDO DIAS CASTEJON,59,CENTRO,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.19250210000001;-45.89066500000002
01.541.562/0001-05;AUTO POSTO LC PARAISO DO SOL LTDA;RUA BENEDICTO ALBINO TOMAZ,105,JARDIM PARAISO DO SOL,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.184405;-45.79964899999998
04.842.255/0001-52;AUTO CENTER 5000 LTDA;AVENIDA CIDADE JARDIM,5371,BQ. DOS EUCALIPTOS,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.26088550000001;-45.8861149
02.114.905/0001-18;AUTO POSTO CHAPARRAL SAO JOSE LTDA;AVENIDA SAO JOAO,2145,JARDIM APOLO,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.20640159999999;-45.90654430000001
05.566.333/0001-04;AUTO POSTO JARDIM IPIRANGA LTDA;AVENIDA BARBACENA,141,JARDIM ISMENIA,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.17412680000002;-45.85291269999998
05.127.985/0001-34;AUTO POSTO RIOS BATISTA LTDA;ESTRADA MARTINS GUIMARAES,190,JD. VALPARAIBA,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.1718301;-45.8400854
03.940.189/0001-90;AUTO POSTO LC VITRINE LTDA;AVENIDA DR. NELSON D'AVILA,1810,JD. SAO DIMAS,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.20144769999999;-45.88540920000001
00.256.893/0031-56;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA FEIRA DE SANTANA,10,JARDIM VALE DO SOL,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.25730319999999;-45.91074680000001
05.276.832/0001-59;POSTO SHOPPING VALE JCN LTDA;AVENIDA DEPUTADO BENEDITO MATARAZZO,9183,JARDIM OSWALDO CRUZ,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.20208639999998;-45.88196120000001
05.827.728/0001-05;USA - UNIDADE DE SERVICOS E ABASTECIMENTO AUTOMOTIVO LTDA;AVENIDA JUSCELINO KUBTCHESK,7838,VILA INDUSTRIAL,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.18049009999998;-45.85279569999999
04.270.177/0001-69;GASCEM AUTOMOTIVO LTDA;AVENIDA CIDADE JARDIM,920,JARDIM SAT?âLITE,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.22124539999999;-45.88478759999997
03.052.091/0001-05;CASSIANO COMERCIO DE COMBUSTIVEIS E CONVENIENCIAS LTDA;AVENIDA CASSIANO RICARDO,379,PARQUE RESIDENCIAL AQUARIUS,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.2148866;-45.90924260000001
00.256.893/0022-65;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA PRESIDENTE TANCREDO NEVES,1201,JD. RES. ANA MARIA,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.18305060000001;-45.80885499999999
00.723.674/0001-14;AUTO POSTO PERSEU LTDA;AVENIDA CASSIOPEIA,1024,JD SATELITE,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.22892160000001;-45.89086140000001
00.256.893/0015-36;SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA;AVENIDA SENADOR TEOTONIO VILELA,2001,VILA BETANIA,SAO JOSE DOS CAMPOS,SP,BRAZIL;-23.1958988;-45.88407119999999
10.410.222/0001-36;CENTRO AUTOMOTIVO MILAO LTDA;AVENIDA YERVANT KISSAJIKIAN,2700,AMERICANOPOLIS,SAO PAULO,SP,BRAZIL;-23.67938930000001;-46.6561261
02.102.702/0001-01;AUTO POSTO VIRGINIA FERNI LTDA;RUA VIRGINIA FERNI,200,COHAB J.BONIFACIO,SAO PAULO,SP,BRAZIL;-23.5478243;-46.43863909999999
00.614.608/0001-06;QUINTA MARCHA AUTO POSTO LTDA;AVENIDA WASHINGTON LUIZ,1171,SANTO AMARO,SAO PAULO,SP,BRAZIL;-23.65586460000001;-46.69429180000001
08.877.175/0001-93;AUTO POSTO AGULHAS NEGRAS LTDA;AVENIDA VINTE E TRES DE MAIO,3115,VILA MARIANA,SAO PAULO,SP,BRAZIL;-23.58284090000001;-46.6517518
01.301.271/0001-40;CENTRO AUTOMOTIVO AGUIA AZUL LTDA;AVENIDA PROF ABRAAO DE MORAIS,258,BOSQUE DA SAUDE,SAO PAULO,SP,BRAZIL;-23.60652629999999;-46.6272873
06.290.540/0001-33;AUTO POSTO DINAMARCA LTDA;RUA DOUTOR LUIZ MIGLIANO,977,JARDIM CABORE,SAO PAULO,SP,BRAZIL;-23.6131257;-46.74246099999999
01.707.872/0001-57;AUTO POSTO VISTA BELLA LTDA.;RUA MANUEL DUTRA,236,BELA VISTA,SAO PAULO,SP,BRAZIL;-23.55521220000001;-46.64543789999998
05.513.952/0001-22;AUTO POSTO TECOARA LTDA.;AVENIDA DONA BELMIRA MARIN,115,PARQUE BRASIL,SAO PAULO,SP,BRAZIL;-23.73280009999999;-46.69653460000001
03.405.372/0001-96;SAO GUALTER - AUTO POSTO LTDA;AVENIDA SAO GUALTER,918,PINHEIROS,SAO PAULO,SP,BRAZIL;-23.54327069999999;-46.7114985
06.105.177/0001-39;AUTO POSTO CASA DA PEDRA LTDA;RUA PARAPUA,1178,ITABERABA,SAO PAULO,SP,BRAZIL;-23.47472529999999;-46.68992550000001
02.547.439/0001-64;ROVIER TRANSPORTE E REVENDA DE COMBUSTIVEIS LTDA;RUA ANDRE DE ALMEIDA,1190,JD.NOVE DE JULHO,SAO PAULO,SP,BRAZIL;-23.59462769999999;-46.48329280000001
03.020.570/0001-31;AUTO POSTO SILGUEKRON LTDA;AVENIDA GUARAPIRANGA,1791,GUARAPIRANGA,SAO PAULO,SP,BRAZIL;-23.6676617;-46.7293401
02.590.635/0001-11;POSTO SUMMER DERIVADOS DE PETROLEO LTDA;AVENIDA WASHINGTON LUIZ,1490,SANTO AMARO,SAO PAULO,SP,BRAZIL;-23.6549349;-46.691396
07.893.536/0001-22;GRAMADO POSTO DE SERVICOS E COMBUSTIVEIS LTDA;AVENIDA PARADA PINTO,3280,VL NOVA CACHOEIRINHA,SAO PAULO,SP,BRAZIL;-23.4669375;-46.640893
10.203.184/0001-40;AUTO POSTO APECATU LTDA;ESTRADA PIRAJUSSARA-VALO-VELHO,1961,JARDIM TRES DIVISAS,SAO PAULO,SP,BRAZIL;-23.6496387;-46.79208799999998
05.025.949/0001-60;AUTO POSTO LIDER-BANDEIRAS LTDA;AVENIDA PRESIDENTE CASTELO BRANCO,3345,BOM RETIRO,SAO PAULO,SP,BRAZIL;-23.52019709999999;-46.62778409999998
10.863.632/0001-32;POSTO DE SERVICOS RIOLIS LTDA;AVENIDA CUPECE,3909,CIDADE ADEMAR,SAO PAULO,SP,BRAZIL;-23.66980989999999;-46.648
10.337.154/0001-27;AUTO POSTO BIRIBA LTDA;RUA CANUTO SARAIVA,535,MOOCA,SAO PAULO,SP,BRAZIL;-23.5632986;-46.60166270000001
18.125.069/0001-07;AUTO POSTO PETROZATT LTDA;AVENIDA FUAD LUTFLLA,1191,VILA MARIA TRINDADE,SAO PAULO,SP,BRAZIL;-23.47898850000001;-46.70784069999998
13.445.954/0001-50;AUTO POSTO RELUMA LTDA;AVENIDA GENERAL PENHA BRASIL,1212,VILA NOVA CACHOEIRINHA,SAO PAULO,SP,BRAZIL;-23.4621286;-46.67004359999998
20.443.846/0001-03;AUTO POSTO ZETA LTDA.;AVENIDA WASHINGTON LUIS,870,SANTO AMARO,SAO PAULO,SP,BRAZIL;-23.65762889999998;-46.69647270000002
03.074.803/0001-89;AUTO CENTER SIGNOS LTDA.;RUA CANAPOLIS,447,VILA MEDEIROS,SAO PAULO,SP,BRAZIL;-23.49176289999999;-46.57853189999997
17.071.876/0001-21;POSTO DE SERVICOS ANHANGUERA LTDA;RUA INACIO LUIS DA COSTA,534,PARQUE SAO DOMINGOS,SAO PAULO,SP,BRAZIL;-23.51033870000001;-46.7280183
00.833.532/0001-00;AUTO POSTO CASARAO DA FACO LTDA;AVENIDA GAL EDGAR FACO,1339,PIQUERI,SAO PAULO,SP,BRAZIL;-23.49482879999999;-46.70908969999999
07.441.746/0001-80;AUTO POSTO LIRITAPURA LTDA;RUA MELO FREIRE,1232,TATUAPE,SAO PAULO,SP,BRAZIL;-23.53886979999999;-46.5673568
05.119.174/0001-91;CENTRO AUTOMOTIVO DANIRAFA LTDA.;RUA PROF. MARIA JOSE BARONE FERNANDES,11,VILA MARIA,SAO PAULO,SP,BRAZIL;-23.51544889999999;-46.59474919999999
10.795.127/0001-06;AUTO POSTO PORTAL SMS LTDA;AVENIDA ADELIA CHOHFI,5200,PARQUE SAO RAFAEL,SAO PAULO,SP,BRAZIL;-23.6239535;-46.48071959999999
01.716.931/0001-53;CENTRO AUTOMOTIVO TANCREDO NEVES LTDA;AVENIDA PADRE ARLINO VIEIRA,1380,VL DAS MERCES,SAO PAULO,SP,BRAZIL;-23.6328332;-46.60521590000002
10.960.895/0001-60;POSTO VIA 10 LTDA.;AVENIDA CUPECE,3696,JARDIM PRUDENCIA,SAO PAULO,SP,BRAZIL;-23.66926330000001;-46.65009549999998
13.256.834/0001-04;AUTO POSTO MIRO LTDA;ESTRADA DE POA,2050,JARDIM SOARES,SAO PAULO,SP,BRAZIL;-23.55375920000001;-46.3936058
01.714.816/0001-40;CENTRO AUTOMOTIVO PORTAL DO JARAGUA LTDA;AVENIDA RAIMUNDO P DE MAGALHAES,11860,JD PIRITUBA,SAO PAULO,SP,BRAZIL;-23.43885670000001;-46.72118319999999
18.310.234/0001-09;POSTO DE SERVICOS PORTAL FERNAO DIAS LTDA;RUA GENERAL JERONIMO FURTADO,277,JARDIM MODELO,SAO PAULO,SP,BRAZIL;-23.46662720000001;-46.5721002
08.520.563/0001-12;AUTO POSTO ALVORADA PAULISTA LTDA;AVENIDA ORDEM E PROGRESSO,56,BARRA FUNDA,SAO PAULO,SP,BRAZIL;-23.5203376;-46.66704469999999
09.306.758/0001-27;POSTO DE SERVICOS CARMENERE LTDA;AVENIDA FRANCISCO MATARAZZO,217,AGUA BRANCA,SAO PAULO,SP,BRAZIL;-23.53102530000001;-46.66564160000001
11.673.222/0001-91;CENTRO AUTOMOTIVO HIPERION LTDA;AVENIDA SANTO AMARO,3,BROOKLIN PAULISTA,SAO PAULO,SP,BRAZIL;-23.612964;-46.67841860000002
05.137.295/0001-66;AUTO POSTO INVICTO LTDA.;AVENIDA HEITOR PENTEADOR,285,PERDIZES,SAO PAULO,SP,BRAZIL;-23.54980100000001;-46.68229950000001
04.891.521/0001-37;SPLANADA DA RAPOSO AUTO SERVICE LTDA.;VIA RAPOSO TAVARES,1015,JARDIM PINHEIROS,SAO PAULO,SP,BRAZIL;-23.58639199999998;-46.76040299999999
16.868.099/0001-88;POSTO DE SERVICOS PROFISSIONALISMO LTDA;RUA BIXIRA,234,ALTO DA MOOCA,SAO PAULO,SP,BRAZIL;-23.56661009999999;-46.5908177
05.882.807/0001-19;AUTO POSTO CAVIUNAS LTDA;AVENIDA JOAO DIAS,1951,SANTO AMARO,SAO PAULO,SP,BRAZIL;-23.64506499999999;-46.7192868
02.287.138/0001-49;AUTO POSTO MORUMBI STAR LTDA;RUA PROF. J. H.M. TEIXEIRA,546,VL. SUZANA,SAO PAULO,SP,BRAZIL;-23.61119790000001;-46.73394289999998
03.136.100/0001-38;AUTO POSTO ACARI LTDA.;AVENIDA DR. JOSE ARTUR NOVA,1,SAO MIGUEL PAULISTA,SAO PAULO,SP,BRAZIL;-23.472753;-46.42309699999998
12.984.862/0001-85;CENTRO AUTOMOTIVO R 2 REQUINTE LTDA;AVENIDA DO ORATORIO,5313,JARDIM ANGELA,SAO PAULO,SP,BRAZIL;-23.60388460000002;-46.5241974
03.595.813/0001-60;JANIOPOLIS AUTO POSTO LTDA;AVENIDA DR ASSIS RIBEIRO,1888,ENGENHEIRO GOULART,SAO PAULO,SP,BRAZIL;-23.50022419999998;-46.5261533
11.207.129/0001-91;CENTRO AUTOMOTIVO TRADICAO NORDESTINA LTDA;AVENIDA NORDESTINA,650,VILA AMERICANA,SAO PAULO,SP,BRAZIL;-23.49882949999999;-46.44077009999997
03.801.429/0001-76;J L C COMERCIO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO LTDA;AVENIDA AGENOR COUTO DE MAGALHAES,1021,PIRITUBA,SAO PAULO,SP,BRAZIL;-23.47599959999999;-46.73981060000001
09.037.937/0001-06;CENTRO AUTOMOTIVO MAJESTADE LTDA.;ESTRADA DE ITAPECERICA,3871,C. REDENDO,SAO PAULO,SP,BRAZIL;-23.65919719999999;-46.7658327
20.790.301/0001-73;POSTO DE SERVICO MALTA 01 LTDA;AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,680,QUINTA DA PAINEIRA,SAO PAULO,SP,BRAZIL;-23.584845;-46.58630779999999
12.859.947/0001-31;AUTO POSTO MONTE MORIA LTDA;AVENIDA CANGAIBA,785,CANGAIBA,SAO PAULO,SP,BRAZIL;-23.51256369999999;-46.54597939999999
12.481.045/0001-04;AUTO POSTO NOVA ESTACAO DO PESSEGO LTDA;AVENIDA JACU-PESSEGO/N. TRABALHADORES,8210,ITAQUERA,SAO PAULO,SP,BRAZIL;-23.53965890000001;-46.4504823
07.093.748/0001-25;AUTO POSTO X 5 LTDA;RUA LOPES DA COSTA,1091,CHACARA SAO JOAO,SAO PAULO,SP,BRAZIL;-23.460373;-46.5718927
07.433.734/0001-03;ADECAR COMERCIO E SERVICOS AUTOMOTIVOS LTDA;RUA IBITIRAMA,1359,VILA PRUDENTE,SAO PAULO,SP,BRAZIL;-23.59139509999999;-46.57986210000002
02.460.649/0001-10;AUTO POSTO MARIA VITORIA LIMITADA;AVENIDA CANTOS DO AMANHECER,460,JARDIM ELEDY,SAO PAULO,SP,BRAZIL;-23.64930649999999;-46.7862704
04.888.013/0001-08;BG SUL PETROLEO LTDA;AVENIDA PROFESSOR FRANCISCO MORATO,5,FERREIRA,SAO PAULO,SP,BRAZIL;-23.6011829;-46.74279000000002
07.680.491/0001-08;SANTA FE COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA;RUA LEOPOLDO DE PASSOS LIMA,292,JARDIM SANTA FE,SAO PAULO,SP,BRAZIL;-23.42979949999999;-46.79021530000001
02.952.350/0001-83;CENTRO AUTOMOTIVO SAN MARTIN LTDA;AVENIDA JACU-PESSEGO (NOVA TRABALHADORES),3800,VILA SANTANA,SAO PAULO,SP,BRAZIL;-23.55344160000001;-46.44640129999999
12.351.147/0001-05;AUTO POSTO PHENIX LTDA;AVENIDA MINISTRO LAUDO FERREIRA DE CAMARGO,253,JARDIM PERI PERI,SAO PAULO,SP,BRAZIL;-23.5876127;-46.73682179999999
07.060.511/0001-48;AUTO POSTO SCUBY LTDA;AVENIDA NOVA CANTAREIRA,27,TUCURUVI,SAO PAULO,SP,BRAZIL;-23.48866559999999;-46.62403979999998
18.011.696/0001-17;COMERCIO VAREJISTA DE COMBUSTIVEIS RT DEZOITO E MEIO LTDA;VIA RAPOSO TAVARES,8550,JARDIM BOA VISTA (ZONA OESTE),SAO PAULO,SP,BRAZIL;-23.58805549999999;-46.79448479999999
08.936.359/0001-87;POSTO DE ABASTECIMENTO FIESTA LTDA;AVENIDA GUARAPIRANGA,597,VILA SOCORRO,SAO PAULO,SP,BRAZIL;-23.66649569999999;-46.71789810000001
02.131.638/0001-97;CENTRO AUTOMOTIVO JARDINS LTDA;RUA ESTADOS UNIDOS,1930,JD. AMERICA,SAO PAULO,SP,BRAZIL;-23.5642575;-46.67177889999999
02.793.284/0001-46;AUTO POSTO FLOR DA ESTA?áAO LTDA.;RUA TURVANIA,251,JARAGUA,SAO PAULO,SP,BRAZIL;-23.45548819999999;-46.74040700000001
08.179.842/0001-64;CENTRO AUTOMOTIVO AGUA ESPRAIADA LTDA;RUA ZACARIAS DE GOES,628,CAMPO BELO,SAO PAULO,SP,BRAZIL;-23.627625;-46.67453639999999
12.851.456/0001-44;AUTO POSTO ESTADO DE SAO PAULO LTDA;AVENIDA ENGENHEIRO CAETANO ALVES,S/N,LIMAO,SAO PAULO,SP,BRAZIL;-23.48851529999999;-46.64974359999999
10.317.955/0001-20;AUTO POSTO PEROLA DO M'BOI MIRIM LTDA;RUA M'BOI MIRIM,6155,JARDIM ANGELA,SAO PAULO,SP,BRAZIL;-23.69706329999999;-46.77894759999999
04.876.385/0001-06;AUTO POSTO RANGER LTDA.;AVENIDA PROFESSOR FRANCISCO MORATO,3061,VILA SONIA,SAO PAULO,SP,BRAZIL;-23.58867259999999;-46.7276784
11.193.218/0001-26;NSA II POSTO DE ABASTECIMENTO E SERVICOS AUTOMOTIVOS LTDA;AVENIDA ARICANDUVA,4743,VILA ARICANDUVA,SAO PAULO,SP,BRAZIL;-23.5606387;-46.51140870000001
02.167.628/0001-01;POSTO NOVA BRASILIA LTDA;RUA NOVA BRASILIA,334,JD DONA SINHA,SAO PAULO,SP,BRAZIL;-23.59655950000002;-46.50731260000001
06.028.413/0001-60;AUTO POSTO ''FLM'' LTDA;RUA HUGO CAROTINI,75,INSTITUTO DE PREVID,SAO PAULO,SP,BRAZIL;-23.5777362;-46.71823789999998
09.221.021/0001-01;AUTO POSTO NATURAFLEX LTDA;AVENIDA CORIFEU DE AZEVEDO MARQUES,5,JAGUARE,SAO PAULO,SP,BRAZIL;-23.56952050000001;-46.7153308
02.183.065/0001-45;POSTO JUPIA LTDA;ESTRADA DE ITAPECIRICA,23800,SANTO AMARO,SAO PAULO,SP,BRAZIL;-23.67181389999999;-46.7872208
01.351.146/0001-44;AUTO POSTO PENHA BRASIL LTDA;AVENIDA GENERAL PENHA BRASIL,1851,VILA NOVA CACHOEIRINHA,SAO PAULO,SP,BRAZIL;-23.45946810000001;-46.67464589999998
02.693.579/0001-40;POSTO DE SERVICOS CITY TAIPAS LTDA;ESTRADA DE TAIPAS,3075,JARAGUA,SAO PAULO,SP,BRAZIL;-23.43146239999999;-46.72668379999998
12.762.862/0001-30;AUTO POSTO DE SERVICOS PETRO MASTER LTDA;RUA GONCALVES DIAS,417,CATUMBI,SAO PAULO,SP,BRAZIL;-23.53467399999999;-46.6035954
02.534.735/0001-20;AUTO POSTO JARDIM BRITANIA LIMITADA;RUA LEOPOLDO DE PASSOS LIMA,43,JARDIM SANTA FE,SAO PAULO,SP,BRAZIL;-23.43107559999999;-46.7876478
06.126.616/0001-90;AUTO POSTO BAND 1 LTDA.;AVENIDA DOS BANDEIRANTES,3245,CAMPO BELO,SAO PAULO,SP,BRAZIL;-23.6143492;-46.66821429999998
04.383.988/0005-08;ARGETAX ADMINISTRACAO E PARTICIPACOES EM EMPREENDIMENTOS COMERCIAIS LTDA;AVENIDA CELSO GARCIA,1472,BELEM,SAO PAULO,SP,BRAZIL;-23.53813020000001;-46.59796539999999
00.029.804/0001-13;CENTRO AUTOMOTIVO DUMONT LTDA;AVENIDA DR. GUILHERME DUMONT VILARES,1151,VILA SUZANA,SAO PAULO,SP,BRAZIL;-23.6123155;-46.74098929999999
10.945.303/0001-30;PRIME AUTO POSTO LTDA.;AVENIDA DIEDERICHSEN,1144,VILA GUARANI,SAO PAULO,SP,BRAZIL;-23.63294949999999;-46.63829179999998
10.963.498/0001-41;VIDA NOVA POSTO DE SERVICOS LTDA;AVENIDA ENGENHEIRO ARMANDO ARRUDA PEREIRA,2734,JABAQUARA,SAO PAULO,SP,BRAZIL;-23.65141940000002;-46.6397996
09.562.382/0001-11;CENTRO AUTOMOTIVO MONTECARLO LTDA;AVENIDA DOUTOR PEREIRA VERGUEIRO,287,VILA NHOCUNE,SAO PAULO,SP,BRAZIL;-23.542618;-46.49635380000001
00.984.412/0001-03;AUTO POSTO ARINELLA LTDA;ESTRADA DO CAMPO LIMPO,3735,CAMPO LIMPO,SAO PAULO,SP,BRAZIL;-23.62986290000002;-46.77018440000001
01.266.195/0001-89;CENTRO AUTOMOTIVO INVICTO LTDA;RUA CONDESSA DO PINHAL,84,V CONGONHAS,SAO PAULO,SP,BRAZIL;-23.61723749999999;-46.66255710000001
01.436.949/0001-00;CENTRO AUTOMOTIVO LYON LTDA;AVENIDA PADRE ARLINDO VIEIRA,2769,PQ BRISTOL,SAO PAULO,SP,BRAZIL;-23.6432993;-46.6053589
18.256.272/0001-12;CENTRO AUTOMOTIVO ALTO DA BOA VISTA LTDA;RUA BORBA GATO,680,SANTA AMARO,SAO PAULO,SP,BRAZIL;-23.65710659999999;-46.69998509999999
04.750.757/0001-53;CHAPARRAL COMERCIO DE COMBUSTIVEIS AUTOMOTIVOS LTDA;AVENIDA CONDESSA ELIZABETH ROBIANO,2222,PENHA DE FRANCA,SAO PAULO,SP,BRAZIL;-23.5207028;-46.55506839999998
11.732.058/0001-46;AUTO POSTO POLO SUL LTDA;AVENIDA RIO DAS PEDRAS,3620,JARDIM IV CENTENARIO,SAO PAULO,SP,BRAZIL;-23.58194520000002;-46.49808880000001
01.392.956/0001-49;AUTO POSTO IZA LTDA;AVENIDA SAPOPEMBA,16450,J.RODOLFO PIRANI,SAO PAULO,SP,BRAZIL;-23.6217783;-46.46643760000001
08.148.764/0001-30;AUTO POSTO ARINELLA CENTRO LTDA;ALAMEDA NOTHMANN,833,CENTRO,SAO PAULO,SP,BRAZIL;-23.53435880000001;-46.6486226
07.014.792/0001-00;BR SUL AUTO POSTO LTDA;AVENIDA SENADOR TEOTONIO VILELA,2631,CIDADE DUTRA,SAO PAULO,SP,BRAZIL;-23.723983;-46.69880039999999
14.460.286/0001-00;AUTO POSTO GIGANTE TANCREDO LTDA;AVENIDA PRESIDENTE TANCREDO NEVES,1600,VILA NANCY,SAO PAULO,SP,BRAZIL;-23.61436140000001;-46.6087455
03.924.510/0001-43;AUTO POSTO JULJOR LTDA;ESTRADA DOS REMEDIOS,2,PIRITUBA,SAO PAULO,SP,BRAZIL;-23.52016509999998;-46.7481137
06.330.522/0001-38;AUTO POSTO BAHAMAS LTDA;AVENIDA DEZENOVE DE JANEIRO,112,VILA CARRAO,SAO PAULO,SP,BRAZIL;-23.55397479999998;-46.52759549999998
11.298.903/0001-17;AUTO POSTO GOMGAJ LTDA;RUA BRIGADEIRO FRANKLIN ROCHA,82,MOINHO VELHO,SAO PAULO,SP,BRAZIL;-23.4889308;-46.71155110000002
01.569.444/0001-05;AUTO POSTO PATINHO FEIO LTDA;AVENIDA GREGORIO BEZERRA,130,JARDIM PRIMAVERA,SAO PAULO,SP,BRAZIL;-23.70934119999998;-46.68889880000001
13.382.352/0001-09;QUELUZ AUTO POSTO LTDA;RUA 14 DE JULHO,114,BELA VISTA,SAO PAULO,SP,BRAZIL;-23.55426909999999;-46.64439920000002
10.219.299/0001-23;QUEENS AUTO POSTO LTDA.;AVENIDA SANTO AMARO,2250,BROOKLIN,SAO PAULO,SP,BRAZIL;-23.60388699999998;-46.6750567
17.116.991/0001-75;CENTRO AUTOMOTIVO IRIS LTDA;RUA BENEDITO CAMPOS DE MORAES,282,VILA ANASTACIO,SAO PAULO,SP,BRAZIL;-23.51018659999999;-46.719786
