id,cnpj,endereco,estado,lat,lon,municipio,nome,cidade,bairro,cep,numero,fonte_coordenada
19501,13.567.147/0002-90,ESTRADA DA VARIANTE,AC,-7.6454981,-72.6632635,,S & G PETROLEO LTDA,CRUZEIRO DO SUL,MIRITIZAL,69980-000,210,Manual
16356,01.492.748/0003-83,AVENIDA COPACABANA,AC,-7.625428199999991,-72.6765781,,AMAZONIA COMERCIO DE DERIVADOS DE PETROLEO LTDA,CRUZEIRO DO SUL,COPACABANA,69980-000,440,MANUAL
16575,40.783.285/0001-07,AVENIDA CORONEL MANCIO LIMA,AC,-7.5983863,-72.7734223,,REDE COMERCIO DE PETROLEO LTDA,CRUZEIRO DO SUL,CENTRO,69980-000,SN,Manual
19031,14.756.385/0001-26,AVENIDA GETULIO VARGAS,AC,-9.962420999999997,-67.8154253,,AUTO POSTO GURGEL COMERCIO E DERIVADOS DE PETROLEO LTDA,RIO BRANCO,BOSQUE,69900-610,1743,MANUAL
18427,36.158.810/0001-18,VIA VERDE,AC,-10.0221571,-67.8171743,,AUTO POSTO VIA VERDE LTDA,RIO BRANCO,PRAIA DO AMAPA,69906-644,3120,Manual
15380,00.524.999/0001-78,RODOVIA AC 40,AC,-10.02815749999999,-67.79861660000002,,AUTO POSTO ACAUAN LTDA,RIO BRANCO,VILA ACRE,69902-450,1800,MANUAL
16143,06.321.359/0001-47,AVENIDA NACOES UNIDAS,AC,-9.966000500000003,-67.825732,,AUTO POSTO CIDADE LTDA,RIO BRANCO,7 BEC,69918-093,2123,MANUAL
19612,08.220.930/0001-62,RODOVIA BR-364 (RIO BRANCO-CRUZEIRO DO SUL) - ATE 2,AC,-9.971012599999998,-67.85205090000001,,CODEPE COMBUSTIVEIS LTDA,RIO BRANCO,PORTAL DA AMAZONIA,69915-630,2755,MANUAL
18305,06.003.183/0001-85,ESTRADA DA FLORESTA,AC,-9.993127600000005,-67.8486358,,AUTO POSTO CASTANHEIRA LTDA.,RIO BRANCO,FLORESTA,69906-380,S/N,MANUAL
19822,04.087.649/0001-42,RUA 03,AC,-9.942369899999994,-67.87267659999999,,AUTO POSTO DISTRITO LTDA.,RIO BRANCO,DISTRITO INDUSTRIAL,69917-100,S/N,MANUAL
16628,00.529.581/0001-53,VIA CHICO MENDES,AC,-10.0072523,-67.802777,,AUTO POSTO AMAPA LTDA,RIO BRANCO,AREAL,69906-119,3570,MANUAL
14010,34.213.732/0001-81,RUA VALDOMIRO LOPES,AC,-9.95227560000001,-67.83134000000001,,AJS DERIVADOS DE PETROLEO LTDA,RIO BRANCO,CONQUISTA,69918-764,793,MANUAL
17941,33.746.960/0002-35,RUA RIO DE JANEIRO,AC,-9.973477099999995,-67.82585469999998,,DANTAS & DANTAS LTDA,RIO BRANCO,IVETE VARGAS,69900-214,1215,MANUAL
14656,07.466.381/0001-48,AVENIDA GOVERNADOR EDMUNDO PINTO,AC,-9.9483589,-67.8489443,,JOAFRA - AUTO POSTO LTDA,RIO BRANCO,CONJUNTO RUI LINO,69919-850,1502,Manual
16055,14.412.076/0001-39,RUA ISAURA PARENTE,AC,-9.963451200000005,-67.84214429999999,,AUTO POSTO SANTO ANTONIO LTDA,RIO BRANCO,EST EXPERIMENTAL,69908-210,3265,MANUAL
15492,34.405.715/0001-46,RUA DOM JONAS BATINGA,AL,-9.759431999999997,-36.6570864,,MARINHO COMBUSTIVEIS EIRELI,ARAPIRACA,OURO PRETO,57301-130,5,MANUAL
18831,21.909.741/0001-60,RUA DELMIRO GOUVEIA,AL,-9.7424265,-36.6589602,,COMERCIO DE COMBUSTIVEIS BOSQUE DAS ARAPIRACAS LTDA,ARAPIRACA,SENADOR TEOTONIO VILELA,57311-565,1382,Manual
18560,01.242.690/0001-58,RODOVIA AL-110,AL,-9.771919399999994,-36.62558690000001,,IBN PINTO E SILVA & CIA LTDA,ARAPIRACA,CANAFISTULA,57302-802,678,MANUAL
16457,12.396.339/0001-38,RUA QUINZE DE NOVEMBRO,AL,-9.754743499999998,-36.6555622,,DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA,ARAPIRACA,BRASILIA,57313-015,451,MANUAL
18956,23.800.197/0001-49,RUA DOM JONAS BATINGA,AL,-9.764566199999983,-36.6558129,,AUTO POSTO CIDADE LTDA,ARAPIRACA,SAO LUIZ II,57301-714,650,MANUAL
18609,12.451.076/0005-46,RUA SAO JOAO,AL,-9.7419876,-36.6548256,,POSTO ARAPIRACA LTDA,ARAPIRACA,ALTO DO CRUZEIRO,57312-265,581,Manual
17929,07.248.398/0001-29,RODOVIA AL 220,AL,-9.72716080000001,-36.66942520000001,,AUTO POSTO MASSARANDUBA LTDA,ARAPIRACA,PLANALTO,57308-000,4698,MANUAL
18995,40.921.967/0001-20,RODOVIA AL 220,AL,-9.7631592,-36.5893342,,RODO CENTER AUTO POSTO LTDA,ARAPIRACA,JARDIM ESPERANCA,57304-820,SN,Manual
16197,13.460.056/0001-70,RUA EXPEDICIONARIO BRASILEIRO,AL,-9.736445400000015,-36.67407270000001,,AUTO POSTO PREMIUM LTDA,ARAPIRACA,CAVACO,57306-415,1747,MANUAL
18754,28.256.951/0001-45,AVENIDA JOAO CRISOSTOMO RAMALHO,AL,-9.757083599999994,-36.63941879999998,,AUTO POSTO CANAFISTULA LTDA,ARAPIRACA,JARDIM TROPICAL,57316-110,1204,MANUAL
15258,24.313.645/0001-42,AVENIDA ANTONIO SERMEAO L FILHO,AL,-9.759007999999987,-36.6410952,,POSTO E HOTEL DI'VAN LTDA,ARAPIRACA,JARDIM TROPICAL,57304-820,406,MANUAL
17867,12.451.076/0006-27,PRACA  JOAO PEDRO DE ARAGAO,AL,-9.762857400000001,-36.66089859999999,,POSTO ARAPIRACA LTDA,ARAPIRACA,PRIMAVERA,57304-450,495,MANUAL
14182,08.461.170/0001-85,RUA QUINZE DE NOVEMBRO,AL,-9.75544840000001,-36.65519860000001,,POSTO ATLANTIC CONFIANCA LTDA,ARAPIRACA,CENTRO,57300-340,470,MANUAL
16298,08.738.994/0001-50,RODOVIA AL-220,AL,-9.724236700000015,-36.679165,,AUTO POSTO M M GARROTE LTDA,ARAPIRACA,BOM SUCESSO,57309-035,5848,MANUAL
16285,16.527.263/0001-93,RODOVIA AL 220,AL,-9.727053500000004,-36.66985950000001,,AUTO POSTO ACQUA BOOL LTDA,ARAPIRACA,BOM SUCESSO,57309-035,4736,MANUAL
17707,15.080.185/0001-69,RUA PADRE DANIEL,AL,-9.7441507,-36.6675793,,MJ COMBUSTIVEIS LTDA,ARAPIRACA,ELDORADO,57306-120,639,Manual
18506,29.736.718/0001-22,AVENIDA JOSE EMIDIO DE LIMA,AL,-9.7301964,-36.6789851,,AUTO POSTO BAIXA GRANDE LTDA,ARAPIRACA,JARDIM ESPERANCA,57307-350,150,Manual
18879,05.518.639/0004-20,RUA BENEDITO LISBOA,AL,-9.388140399999997,-37.99856199999999,,AUTO POSTO DA PEDRA LTDA,DELMIRO GOUVEIA,CENTRO,57480-000,108,MANUAL
16240,17.348.259/0001-20,RODOVIA AL 145,AL,-9.350328100000011,-37.9877454,,POSTO ALINE LTDA,DELMIRO GOUVEIA,CIDADE UNIVERSITARIA,57480-000,SN,MANUAL
15039,05.518.639/0003-49,RUA FREITAS CAVALCANTE,AL,-9.3831331,-38.00085050000001,,AUTO POSTO DA PEDRA LTDA,DELMIRO GOUVEIA,CENTRO,57480-000,10,MANUAL
19694,05.518.639/0001-87,RUA FLORIANO PEIXOTO,AL,-9.379676799999997,-37.99671190000001,,AUTO POSTO DA PEDRA LTDA,DELMIRO GOUVEIA,CENTRO,57480-000,281,MANUAL
15016,45.685.725/0001-07,RUA FLORIANO PEIXOTO,AL,-9.377334300000001,-37.99616800000001,,AUTO POSTO NOSSA SRA DO ROSARIO LTDA,DELMIRO GOUVEIA,CENTRO,57480-000,445,MANUAL
17366,05.518.639/0002-68,RUA HELENO PEREIRA PINTO,AL,-9.369838500000021,-37.99833239999997,,AUTO POSTO DA PEDRA LTDA,DELMIRO GOUVEIA,CAMPO GRANDE,57480-000,31,MANUAL
16570,04.431.113/0001-00,AVENIDA CAXANGA,AL,-9.385934999999996,-37.98667639999999,,COMERCIO DE COMBUSTIVEIS NENZITA LTDA,DELMIRO GOUVEIA,PEDRA VELHA,57480-000,126,MANUAL
16692,12.436.978/0001-80,RUA FLORIANO PEIXOTO,AL,-9.380152899999981,-37.99713430000001,,AUTO POSTO FREITAS & MAIA LTDA,DELMIRO GOUVEIA,CENTRO,57480-000,247,MANUAL
19982,17.348.259/0002-01,AVENIDA ANTONIO JOSE DA COSTA,AL,-9.380425199999989,-38.00443690000001,,POSTO ALINE LTDA,DELMIRO GOUVEIA,CENTRO,57480-000,59,MANUAL
16317,10.427.868/0001-26,AVENIDA CAXANGA,AL,-9.385934999999996,-37.98667639999999,,LOURENCO ARAUJO FORTES E FILHOS LTDA,DELMIRO GOUVEIA,PEDRA VELHA,57480-000,623,MANUAL
17829,33.249.355/0001-78,AVENIDA DONA CONSTANCA DE GOES MONTEIRO,AL,-9.652768600000009,-35.7176787,,POSTO JATIUCA LTDA,MACEIO,JATIUCA,57036-370,720,MANUAL
17119,07.042.809/0001-25,AVENIDA MENINO MARCELO,AL,-9.59045989999998,-35.72789090000001,,AUTO POSTO HANNAH LTDA,MACEIO,SERRARIA,57046-000,3299,MANUAL
17974,09.164.951/0001-70,RUA CLETO CAMPELO,AL,-9.6421421,-35.7178989,,AAMM COMERCIAL DE COMBUSTIVEIS LTDA,MACEIO,JACINTINHO,57041-000,2170,Manual
17647,35.362.367/0001-30,RUA PROFESSOR JOSE DA SILVEIRA CAMERINO,AL,-9.632696,-35.7396057,,MV COMERCIO E REPRESENTACAO DE COMBUSTIVEIS LTDA,MACEIO,FAROL,57055-630,540,Manual
16467,13.951.557/0001-50,AVENIDA JUCA SAMPAIO,AL,-9.6308139,-35.7158596,,AUTO POSTO BARILOCHE EIRELI,MACEIO,FEITOSA,57042-530,600,Manual
19960,03.705.157/0001-00,RUA FIRMO CORREIA DE ARAUJO,AL,-9.578234500000015,-35.7765446,,NOSSO POSTO COMERCIO E REPRESENTACAO LTDA,MACEIO,CLIMA BOM,57071-012,364,MANUAL
16690,28.343.707/0002-09,AVENIDA JUCA SAMPAIO,AL,-9.6356568,-35.7153743,,AUTO POSTO COMERCIO DE COMBUSTIVEL UNIAO LTDA,MACEIO,JACINTINHO,57040-600,92,MANUAL
19262,40.562.806/0001-98,AVENIDA PRESIDENTE GETULIO VARGAS,AL,-9.6139817,-35.7295197,,COTRIM E MELO COMBUSTIVEIS LTDA,MACEIO,SERRARIA,57046-140,210,Manual
18221,08.203.497/0001-57,AVENIDA JUCA SAMPAIO,AL,-9.622267399999988,-35.71616660000001,,M H DA COSTA E CIA LTDA,MACEIO,BARRO DURO,57045-365,1550 E,MANUAL
15366,07.694.838/0001-71,RUA SA E ALBUQUERQUE,AL,-9.670287500000008,-35.72674699999999,,POSTO JARAGUA LTDA,MACEIO,JARAGUA,57022-180,844,MANUAL
18149,24.772.262/0001-32,AVENIDA FERNANDES LIMA,AL,-9.6310111,-35.7369917,,MAXI POSTO VIII LTDA,MACEIO,GRUTA DE LOURDES,57052-400,2202,Manual
16447,17.336.019/0001-06,AVENIDA MENINO MARCELO,AL,-9.563454400000007,-35.7456359,,AUTO POSTO VELOZ LTDA,MACEIO,ANTARES,57083-410,4420,MANUAL
15469,27.752.571/0001-39,AVENIDA FERNANDES LIMA,AL,-9.6176359,-35.7389408,,GMA AUTO POSTO E CONVENIENCIA LTDA,MACEIO,GRUTA DE LOURDES,57052-400,3564,Manual
15023,11.290.005/0001-12,AVENIDA FERNANDES LIMA,AL,-9.63708049999999,-35.7363833,,MAXI POSTO V LTDA,MACEIO,PINHEIRO,57057-450,1579,MANUAL
16733,27.665.019/0001-03,AVENIDA TOMAS ESPINDOLA,AL,-9.657885999999982,-35.73326869999999,,SANDIEGO COMERCIO DE COMBUSTIVEIS LTDA,MACEIO,FAROL,57051-000,156 A,MANUAL
14884,31.560.876/0001-16,AVENIDA COMENDADOR GUSTAVO PAIVA,AL,-9.64650850000001,-35.71469780000002,,AUTO POSTO MANGABEIRAS LTDA,MACEIO,MANGABEIRAS,57037-285,2,MANUAL
17645,17.698.076/0001-35,AVENIDA DR. DURVAL DE GOES MONTEIRO,AL,-9.590608500000004,-35.75870750000001,,SOUZA & AMARAL AUTO POSTO LTDA,MACEIO,SANTA LUCIA,57082-160,8050,MANUAL
19572,12.605.987/0001-57,AVENIDA DR ANTONIO GOMES DE BARROS,AL,-9.65145110000001,-35.71185000000001,,AUTO POSTO AMELIA ROSA LTDA,MACEIO,JATIUCA,57036-000,476,MANUAL
17359,02.488.031/0001-69,AVENIDA ALVARO OTACILIO,AL,-9.649100000000004,-35.70054060000001,,CDG COMBUSTIVEIS LTDA,MACEIO,JATIUCA,57035-180,4187,MANUAL
19839,34.801.633/0001-10,AVENIDA JUCA SAMPAIO,AL,-9.615943399999999,-35.71711829999997,,AUTO POSTO HANNAH EXPRESS LTDA,MACEIO,BARRO DURO,57045-365,322,MANUAL
14853,16.920.293/0001-65,RUA VALDO OMENA,AL,-9.662380399999988,-35.70154450000002,,POSTO PIRAMIDE LTDA,MACEIO,PONTA VERDE,57035-170,804,MANUAL
17963,00.404.850/0003-17,AVENIDA DR FERNANDO DO C MALTA,AL,-9.666041699999987,-35.7352167,,MARTA CRISTINA SOBRAL,MACEIO,TAB DOS MARTINS,57073-350,21,MANUAL
18494,07.120.479/0001-49,AVENIDA ALMIRANTE ALVARO CALHEIROS,AL,-9.6448082,-35.7083968,,AUTO POSTO VIA MARE LTDA,MACEIO,JATIUCA,57035-558,944,Manual
17595,04.532.551/0001-57,AVENIDA MENINO MARCELO,AL,-9.590135799999981,-35.7280902,,POSTO GURI LTDA,MACEIO,SERRARIA,57046-000,4641,MANUAL
15912,45.543.915/0902-37,AVENIDA DOUTOR DURVAL DE GOES MONTEIRO,AL,-9.596938700000006,-35.75257319999999,,CARREFOUR COMERCIO E INDUSTRIA LTDA,MACEIO,PETROPOLIS,57062-280,6775,MANUAL
17244,04.264.431/0001-16,AVENIDA ERALDO LINS CAVALCANTE,AL,-9.6144144,-35.7317303,,AUTO POSTO OURO PRETO LTDA,MACEIO,BARRO DURO,57045-430,371,Manual
14040,01.242.690/0003-10,AVENIDA CORONEL SALUSTIANO SARMENTO,AL,-9.62029269999999,-35.70976289999998,,IBN PINTO E SILVA & CIA LTDA,MACEIO,SAO JORGE,57044-060,425,MANUAL
17481,41.576.958/0001-02,AVENIDA DOUTOR DURVAL DE GOES MONTEIRO,AL,-9.6030407,-35.7454724,,ALMEIDA E BARROS COMERCIO LTDA,MACEIO,JARDIM PETROPOLIS,57080-590,5854,Manual
19512,05.453.620/0001-08,AVENIDA GOV AFRANIO LAGES,AL,-9.6475805,-35.72630720000002,,AUTO POSTO CENTRO OESTE LTDA,MACEIO,JACINTINHO,57040-480,710,MANUAL
16238,09.609.009/0001-79,AVENIDA FERNANDES LIMA,AL,-9.6406602,-35.7350399,,POSTO NOBRE CONFIANÃA LTDA.,MACEIO,FAROL,57050-000,1130,Manual
19875,10.616.401/0001-24,AVENIDA MUNIZ FALCAO,AL,-9.428709099999992,-36.61737690000001,,POSTO CAMINHONEIRO LTDA,PALMEIRA DOS INDIOS,JUCA SAMPAIO,57603-145,3512,MANUAL
17741,05.331.412/0001-28,AVENIDA MUNIZ FALCAO,AL,-9.412355799999991,-36.63052039999999,,SEVERINO S. LOPES & CIA. LTDA,PALMEIRA DOS INDIOS,SAO FRANCISCO,57602-490,218,MANUAL
17115,11.994.584/0001-84,RUA GETULIO VARGAS,AL,-9.418813300000014,-36.63891889999999,,POSTO SOARES & BAZILIO LTDA,PALMEIRA DOS INDIOS,VILA MARIA,57607-500,1385,MANUAL
18591,07.011.584/0001-40,"RODOVIA AL 115 KM 0,135",AL,-9.364508400000013,-36.688909,,POSTO FREI DAMIAO LTDA.,PALMEIRA DOS INDIOS,ZONA RURAL,57613-000,S/N,MANUAL
20032,05.331.412/0002-09,AVENIDA MUNIZ FALCAO,AL,-9.42304200000002,-36.62204470000001,,SEVERINO S. LOPES & CIA. LTDA,PALMEIRA DOS INDIOS,JOSE MAIA COSTA,57602-490,1640,MANUAL
16988,05.562.589/0001-35,AVENIDA VIEIRA DE BRITO,AL,-9.42597620000001,-36.6362125,,A. B. LESSA NETO & CIA LTDA,PALMEIRA DOS INDIOS,VILA MARIA,57607-570,1888,MANUAL
15010,08.413.304/0001-92,RUA PEDRO BARBOSA,AL,-9.409204899999997,-36.63442709999998,,AMORIM & CORREIA LTDA,PALMEIRA DOS INDIOS,CENTRO,57601-080,S/N,MANUAL
16470,08.623.068/0001-39,AVENIDA MUNIZ FALCAO,AL,-9.428443199999993,-36.61720650000002,,BALBINO & CIA LTDA,PALMEIRA DOS INDIOS,JOSE MAIA COSTA,57602-490,1,MANUAL
18436,12.018.131/0001-85,AVENIDA VIEIRA DE BRITO,AL,-9.414195299999994,-36.63359839999998,,POSTO ZE TAVARES COMERCIO DE COMBUSTIVEIS LTDA,PALMEIRA DOS INDIOS,SAO CRISTOVAO,57601-100,460,MANUAL
15827,00.740.510/0001-03,LOTEAMENTO PALMARES I,AL,-9.5246565,-35.7951296,,TULEMON COMERCIO LTDA,RIO LARGO,PREFEITO ANTONIO LINS DE SOUZA,57100-000,17,Manual
15348,01.600.494/0001-08,LOTEAMENTO VILA RICA,AL,-9.47542590000001,-35.83344940000001,,OLIVEIRA & FREITAS LTDA,RIO LARGO,MATA DO ROLO,57100-000,S/N,MANUAL
17404,09.178.530/0001-07,LOTEAMENTO PALMARES I,AL,-9.524656499999987,-35.7951296,,SAN LORENZZO COMERCIO E DISTRIBUICAO DE COMBUSTIVEIS LTDA,RIO LARGO,PREFEITO ANTONIO LINS DE SOUZA,57100-000,S/N,MANUAL
18569,20.266.767/0001-74,LOTEAMENTO PARQUE DOS EUCALIPTOS,AL,-9.487357599999992,-35.80894739999999,,FARIAS E LESSA COMERCIO DE COMBUSTIVEIS LTDA,RIO LARGO,ANTONIO LINS DE SOUZA,57100-000,S/N,MANUAL
14975,26.427.606/0001-00,RODOVIA BR 104,AL,-9.487357599999992,-35.80894739999999,,PENIEL REVENDEDORA DE COMBUSTIVEIS LTDA,RIO LARGO,ANTONIO LINS DE SOUZA,57100-000,304,MANUAL
18586,12.486.809/0004-05,RODOVIA BR 104 AL. KM 86,AL,-9.476521999999994,-35.82146369999997,,CDA EMPREENDIMENTOS LTDA,RIO LARGO,MATA DO ROLO,57100-000,SN,MANUAL
18498,05.459.764/0001-63,LOTEAMENTO SAO CAETANO,AL,-9.4873576,-35.8089474,,AUTO POSTO FORENE LTDA,RIO LARGO,PREFEITO ANTONIO LINS DE SOUZA,57100-000,SN,Manual
17668,03.056.756/0003-02,ESTRADA MANOEL URBANO,AM,-3.2761574,-60.6481479,,VENEZA AUTO POSTO LTDA,MANACAPURU,SAO JOSE,69400-030,1734,Manual
14540,17.119.240/0001-02,ESTRADA MANOEL URBANO,AM,-3.2675964,-60.650751,,E. P. O. COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANACAPURU,MORADA DO SOL,69402-292,3990,Manual
18985,17.166.515/0001-69,RODOVIA AM-070 MANUEL URBANO,AM,-3.2628595,-60.6235635,,AUTO POSTO PETRONORTE COMERCIO DE COMBUSTIVEL LTDA,MANACAPURU,ZONA RURAL,69400-030,SN,Manual
17877,04.455.630/0003-73,BOULEVARD PEDRO RATTES,AM,-3.289038299999996,-60.62656609999999,,PALMEIRA & CIA LTDA,MANACAPURU,SAO JOSE,69400-755,1176,MANUAL
15339,30.141.062/0001-84,RUA GASPAR FERNANDES,AM,-3.294633100000002,-60.62386059999999,,AUTO POSTO MANACA LTDA,MANACAPURU,APARECIDA,69400-448,626,MANUAL
15890,22.673.623/0001-68,RUA MANOEL BARROSO,AM,-3.291683999999997,-60.62311089999999,,OMEGA COMERCIO DE DERIVADOS DE PETROLEO E TRANSPORTE LTDA,MANACAPURU,LIBERDADE,69400-523,3280,MANUAL
15664,15.989.070/0001-91,AVENIDA RIBEIRO JUNIOR,AM,-3.2968,-60.6180912,,AMANDA FERREIRA DA SILVA 00294981209,MANACAPURU,CENTRO,69400-000,753,Manual
19608,34.475.061/0005-50,ESTRADA MANOEL URBANO,AM,-3.276235600000008,-60.64836270000001,,AUTO POSTO MARCIA LTDA,MANACAPURU,TERRA PRETA,69400-000,1520,MANUAL
18587,01.706.877/0001-65,AVENIDA AUTAZ MIRIM,AM,-3.037746099999994,-59.94127090000001,,COMERCIAL SAO FRANCISCO LTDA,MANAUS,NOVO ALEIXO,69099-045,9155,MANUAL
15986,01.647.520/0004-04,RUA ITAETE-AMAZONINO MENDES,AM,-3.047389500000011,-59.9491331,,DAT COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANAUS,CIDADE NOVA,69099-000,46,MANUAL
15981,10.907.424/0001-98,AVENIDA PARAIBA,AM,-3.110579800000002,-60.01070359999999,,RCA VILLA COMERCIO DE COMBUSTIVEIS LTDA,MANAUS,ADRIANOPOLIS,69057-021,665,MANUAL
17586,07.848.998/0003-90,RUA VICENTE DO SALVADOR,AM,-3.018481799999984,-59.9455277,,FORTE COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANAUS,CIDADE DE DEUS,69099-870,406,MANUAL
17531,08.827.132/0001-01,RUA BARAO DE INDAIA,AM,-3.062260799999992,-60.01420109999999,,H W COMERCIO DE PETROLEO LTDA,MANAUS,FLORES,69065-000,712,MANUAL
17499,02.486.741/0001-50,AVENIDA SAMAUMA,AM,-3.0194655,-59.9904884,,AUTO POSTO SAMAUMA LTDA,MANAUS,CIDADE NOVA,69090-650,2,MANUAL
17460,23.505.231/0002-33,AVENIDA CORONEL CYRILLO NEVES,AM,-3.098500199999992,-60.06380170000001,,MANAUS COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANAUS,SANTO AGOSTINHO,69036-605,613,MANUAL
15146,02.569.360/0003-04,RUA ARQUITETO JOSÃ HENRIQUE BENTO RODRIGUES,AM,-2.9976024,-60.0160538,,AUTO POSTO MASTER LTDA,MANAUS,COLONIA TERRA NOVA,69015-675,1835,Manual
14845,08.900.277/0001-82,AVENIDA MARQUES VILLA REAL DE PRAIA GRANDE,AM,-3.058212999999987,-59.99526150000001,,M J COMERCIO DE COMBUSTIVEIS E TRANSPORTE LTDA,MANAUS,FLORES,69058-100,1,MANUAL
14774,04.210.487/0001-98,AVENIDA CONSTANTINO NERY,AM,-3.0749278,-60.0264336,,AUTO POSTO FLORES LTDA,MANAUS,FLORES,69058-795,4800,Manual
17665,04.643.904/0002-77,RUA EMILIO MOREIRA,AM,-3.116311800000009,-60.01578259999999,,AUTO POSTO OZIVAL LTDA,MANAUS,PRACA 14 DE JANEIRO,69020-040,1769,MANUAL
18932,01.259.335/0001-91,AVENIDA TARUMA - ESQUINA C/ RUA DUQUE DE CAXIAS,AM,-3.1233771,-60.0116135,,AUTO POSTO PRAÃA 14 LTDA.,MANAUS,PRAÃA 14 DE JANEIRO,60250-000,1395,Manual
18884,07.848.998/0001-28,AVENIDA ALVARO BOTELHO MAIA,AM,-3.1160941,-60.0121262,,FORTE COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANAUS,PRACA 14 DE JANEIRO,69020-210,1690,Manual
17809,03.932.978/0001-80,AVENIDA COSME FERREIRA,AM,-3.074647999999993,-59.968523,,AUTO POSTO CAMILA LTDA,MANAUS,COROADO,69082-000,3276,MANUAL
15574,05.514.674/0001-28,AVENIDA DOS OITIS,AM,-3.0861163,-59.9215946,,RECOPEL REPRESENTACOES E COMERCIO LTDA,MANAUS,DISTRITO INDUSTRIAL II,69007-002,1,Manual
19426,10.897.820/0001-81,AVENIDA MARGARITA,AM,-3.008085200000017,-59.97253199999999,,IGAPO COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANAUS,NOVA CIDADE,69097-305,1147,MANUAL
14804,07.153.962/0002-00,AVENIDA DJALMA BATISTA,AM,-3.111170100000002,-60.02394049999999,,PODIUM COMERCIO DE PNEUS AUTO CENTER LTDA,MANAUS,SAO GERALDO,69053-000,535,MANUAL
14889,10.988.014/0013-52,AVENIDA   TORQUATO TAPAJOS,AM,-3.0115808,-60.0326887,,AMAZON COMBUSTIVEIS PARA VEICULOS E CONSTRUCOES LTDA,MANAUS,TARUMA,69041-025,7841,Manual
17738,10.292.914/0001-27,AVENIDA TORQUATO TAPAJOS,AM,-3.057349499999984,-60.02593300000001,,AUTOPOSTO SANTOS DUMONT LTDA - ME,MANAUS,DA PAZ,69049-070,5580,MANUAL
19376,15.496.666/0001-50,AVENIDA RODRIGO OTAVIO,AM,-3.117835300000005,-59.98307670000001,,POSTO JAPIIM COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,MANAUS,JAPIIM,69077-000,4229,MANUAL
17449,01.682.336/0001-44,AVENIDA COSME FERREIRA,AM,-3.089525200000003,-59.9873777,,ITA LUCAS LTDA,MANAUS,ALEIXO,69083-000,329,MANUAL
14607,02.533.862/0001-05,AVENIDA BURITI,AM,-3.1294176,-59.9853139,,COTAM - COOPERATIVA DE CONSUMO DOS TAXISTAS AUTONOMOS DE MANAUS,MANAUS,DISTRITO INDUSTRIAL,69075-001,1569,Manual
17934,04.564.225/0001-21,AVENIDA ALVARO MAIA,AM,-5.718557400000006,-62.26576749999999,,GDA PETROLEO LTDA,MANAUS,CENTRO,69025-070,S/N,MANUAL
18647,10.264.755/0001-57,RUA DONA MIMI,AM,-3.1408351,-60.0009043,,V K COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANAUS,MORRO DA LIBERDADE,69074-760,555,Manual
15351,29.364.792/0001-65,AVENIDA COSME FERREIRA,AM,-3.0712936,-59.9457684,,POSTO ZUMBI COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,MANAUS,ZUMBI DOS PALMARES,69084-425,5419,Manual
17324,22.466.976/0001-97,AVENIDA MARGARITA,AM,-2.999690600000009,-59.99006990000001,,AUTOPOSTO MARGARITA LTDA,MANAUS,CIDADE DE DEUS,69099-285,4102,MANUAL
18774,03.718.127/0001-39,RUA EMILIO MOREIRA,AM,-3.121518499999998,-60.01554709999999,,M. D. N. COMBUSTIVEIS LTDA,MANAUS,PRACA 14 DE JANEIRO,69020-040,1209,MANUAL
17964,23.029.382/0008-58,AVENIDA TEFE,AM,-3.125554099999992,-59.99023819999999,,AUTO POSTO UNIAO LTDA,MANAUS,RAIZ,69068-000,2165,MANUAL
16223,18.937.282/0001-13,AVENIDA TEFE,AM,-3.1228358,-59.9854379,,CATARINA COMERCIO DE COMBUSTIVEIS LTDA,MANAUS,JAPIIM,69078-000,3582,Manual
19602,13.483.899/0001-92,AVENIDA RODRIGO OTAVIO,AM,-3.092353400000016,-59.98771890000001,,SOUZA COMERCIO DE COMBUSTIVEIS LTDA,MANAUS,COROADO,69080-005,20,MANUAL
18747,22.138.345/0002-20,AVENIDA MARIO YPIRANGA,AM,-3.115585000000005,-60.0133908,,VALE DO PITINGA COMERCIO DE DERIVADOS DE PETROLEO LTDA,MANAUS,ADRIANOPOLIS,69057-000,22,MANUAL
19872,02.486.741/0002-30,AVENIDA TORQUATO TAPAJOS,AM,-3.008119,-60.0328702,,AUTO POSTO SAMAUMA LTDA,MANAUS,SANTA ETELVINA,69048-660,926,Manual
14203,13.888.948/0001-77,AVENIDA CONSTANTINO NERY,AM,-3.0852703,-60.0263982,,ARENA PETROLEO REVENDA DE COMBUSTIVEIS LTDA,MANAUS,FLORES,69058-795,4536,Manual
