id,cnpj,endereco,estado,lat,lon,municipio,nome,cidade,bairro,cep,numero,fonte_coordenada
19587,17.474.765/0001-66,RUA RIO JAVARI,MA,-5.498762,-45.2482289,,M C COMBUSTIVEIS LTDA,BARRA DO CORDA,CENTRO,65950-000,81,Manual
19098,18.821.878/0001-53,AVENIDA SANTOS DUMONT MA 026,MA,-4.4891411,-43.8935073,,C R C BARROSO E CIA LTDA,CODO,SAO SEBASTIAO,65400-000,5900,Manual
15392,30.678.673/0001-66,RUA RIO GRANDE DO NORTE,MA,-4.455161299999986,-43.89104879999999,,NONATO & NONATO LTDA,CODO,SAO PEDRO,65400-000,2500,MANUAL
19933,17.600.625/0004-30,AVENIDA SANTOS DUMONT,MA,-4.472331599999999,-43.89061720000001,,F C OLIVEIRA COMBUSTIVEIS LTDA,CODO,SANTA TEREZINHA,65400-000,1831,MANUAL
19199,07.757.511/0003-63,RODOVIA MA 026,MA,-4.454002900000003,-43.88298449999999,,F R DE ARAUJO ALBUQUERQUE - ME,CODO,POV MONTIVIDEU,65400-000,90,MANUAL
18443,17.600.625/0002-78,AVENIDA AUGUSTO TEIXEIRA,MA,-4.461563500000009,-43.88742819999998,,F C OLIVEIRA COMBUSTIVEIS LTDA,CODO,SAO SEBASTIAO,65400-000,2753,MANUAL
17587,10.300.358/0001-93,AVENIDA AUGUSTO TEIXEIRA,MA,-4.457876899999995,-43.88824710000001,,IBRAHIM DUAILIBE & CIA LTDA,CODO,SAO SEBASTIAO,65400-000,2712,MANUAL
16482,09.524.475/0001-51,AVENIDA AUGUSTO TEIXEIRA,MA,-4.455673300000003,-43.8883003,,L G SOARES & CIA LTDA,CODO,CENTRO,65400-000,2212,MANUAL
18085,06.087.933/0001-44,AVENIDA BABACULANDIA,MA,-5.506846400000008,-47.4536937,,POSTO LAWANDA LTDA,IMPERATRIZ,PARQUE DAS PALMEIRAS,65901-970,1994,MANUAL
18441,05.052.987/0001-01,PRACA LINO TEIXEIRA,MA,-5.5205508,-47.4718407,,AUTO POSTO GONZAGAO LTDA,IMPERATRIZ,ENTRONCAMENTO,65903-080,306,Manual
16618,04.448.203/0001-04,RUA LEONCIO PIRES DOURADO,MA,-5.534855999999985,-47.4768164,,AUTO POSTO BURITI III LTDA,IMPERATRIZ,BACURI,65901-020,1199,MANUAL
15887,05.631.763/0001-54,RUA BENEDITO LEITE,MA,-5.5205294,-47.4658381,,AUTO POSTO VILA NOVA LTDA,IMPERATRIZ,JARDM SAO LUIS,65913-010,956,Manual
16731,09.474.517/0001-97,RUA RIO GRANDE DO NORTE,MA,-5.501492200000005,-47.49548970000001,,POSTO DE COMBUSTIVEIS ADVENTURE LTDA,IMPERATRIZ,SANTA RITA,65919-140,436,MANUAL
16754,02.280.133/0047-77,RODOVIA BR-010,MA,-5.5263524,-47.4711246,,POSTO ICCAR LTDA,IMPERATRIZ,JARDIM TROPICAL,65910-680,25,Manual
17429,02.280.133/0036-14,AVENIDA BABACULANDIA,MA,-5.517605999999993,-47.4659722,,POSTO ICCAR LTDA,IMPERATRIZ,VILA LOBAO,65910-000,600,MANUAL
19539,05.893.493/0001-50,RUA CORIOLANO MILHOMEM,MA,-5.523585799999999,-47.49066249999998,,POSTO PARATI LTDA,IMPERATRIZ,CENTRO,65900-330,425,MANUAL
16531,04.778.225/0001-24,RUA RUI BARBOSA,MA,-5.510721499999991,-47.46888469999998,,FORTALEZA DISTRIBUIDORA DE COMBUSTIVEIS LTDA,IMPERATRIZ,VILA LOBAO,65910-265,9,MANUAL
14855,06.498.638/0001-80,RODOVIA BR 010,MA,-5.482639100000004,-47.47213969999998,,POSTO SANTA TEREZA LTDA,IMPERATRIZ,COCO GRANDE,65903-390,SN,MANUAL
16308,04.366.334/0001-34,RODOVIA BR 010 KM 601,MA,-5.541978900000009,-47.46599449999999,,SUPER POSTO 10 LTDA,IMPERATRIZ,BACURI,65913-410,SN,MANUAL
16190,06.030.524/0001-01,RUA GODOFREDO VIANA,MA,-5.5329452,-47.4852354,,S. MACHADO DOS SANTOS,IMPERATRIZ,CENTRO,65901-480,973,Manual
16354,02.087.610/0001-08,RUA PARAIBA,MA,-5.5249207,-47.4776061,,POSTO BRASIL IMPERATRIZ LTDA,IMPERATRIZ,CENTRO,65910-140,702,Manual
19566,06.907.158/0001-26,AVENIDA DORGIVAL PINHEIRO,MA,-5.5226209,-47.47444740000001,,POSTO GOIANO LTDA,IMPERATRIZ,ENTROCAMENTO,65910-140,1550,MANUAL
15451,11.025.506/0002-52,AVENIDA CASTELO BRANCO,MA,-2.5322287,-45.1083756,,D M DINIZ EIRELI,PINHEIRO,ENSEADA,65200-000,3680,Manual
17208,10.356.251/0001-67,RUA DEODORO DA FONSECA,MA,-2.521013200000002,-45.0797608,,GASOLEOS PINHEIRO LTDA,PINHEIRO,CENTRO,65200-000,473,MANUAL
15246,35.105.931/0001-39,AVENIDA PAULO RAMOS,MA,-2.518187000000014,-45.07847459999999,,CONSTRUGAS EMPREENDIMENTOS LTDA - EPP,PINHEIRO,CENTRO,65200-000,528,MANUAL
14843,02.596.396/0001-07,AVENIDA TARQUINIO LOPES,MA,-2.528040800000013,-45.09091899999999,,R DE J BECKMAN GUTERRES,PINHEIRO,CENTRO,65200-000,1608,MANUAL
14921,14.662.197/0003-09,RODOVIA MA 106,MA,-2.474162499999997,-45.09077310000001,,A MARINHO DE SOUSA - ME,PINHEIRO,PONTA DE SANTANA,65200-000,350,MANUAL
18708,23.046.233/0001-20,AVENIDA OTON GONCALVES DE SA,MA,-5.3013242,-44.4898779,,PETROFULL POSTO DE COMBUSTIVEL LTDA,PRESIDENTE DUTRA,CAMPO DANTAS,65760-000,1,Manual
17534,30.448.862/0001-42,AVENIDA CAMPOS DANTAS,MA,-5.301415899999995,-44.48955459999999,,POSTO FLEX EIRELI,PRESIDENTE DUTRA,CAMPOS DANTAS,65760-000,2001,MANUAL
15930,04.228.184/0001-00,PRACA DIOGO SOARES,MA,-5.281271099999993,-44.49519970000001,,CEIÃA AUGUSTO EMPREENDIMENTOS LTDA.,PRESIDENTE DUTRA,CENTRO,65760-000,100,MANUAL
14479,48.303.551/0001-50,TRAVESSA ARISTON COSTA,MA,-5.2859655,-44.4911887,,SILVA E DIAS LTDA,PRESIDENTE DUTRA,CENTRO,65760-000,637,Manual
19295,33.840.130/0001-91,RUA GRACA ARANHA,MA,-5.2895881,-44.4884221,,S. A. DA SILVA FURTADO LTDA,PRESIDENTE DUTRA,CENTRO,65760-000,324,Manual
18861,39.603.182/0001-20,AVENIDA OTON GONCALVES DE SA,MA,-5.301324200000002,-44.4898779,,AUTOPOSTO CONFIANCA V LTDA.,PRESIDENTE DUTRA,CAMPO DANTAS,65760-000,1900,MANUAL
19634,36.028.870/0001-16,AVENIDA JOSE OLAVO SAMPAIO,MA,-5.284952900000011,-44.49533299999998,,AUTO POSTO CONFIANCA I LTDA,PRESIDENTE DUTRA,CENTRO,65760-000,60,MANUAL
18106,13.155.259/0001-53,RODOVIA BR 226,MA,-5.291973799999987,-44.49304849999999,,TAVARES & FERNANDES LTDA,PRESIDENTE DUTRA,POVOADO PEDRA BRANCA,65760-000,320,MANUAL
16004,36.316.808/0001-20,AVENIDA OTON GONCALVES DE SA,MA,-5.2998636,-44.4875974,,AUTO POSTO PLANALTO I LTDA,PRESIDENTE DUTRA,CENTRO,65760-000,4,Manual
15636,05.790.394/0001-42,"AVENIDA CAMPO DANTAS,",MA,-5.301415899999995,-44.48955459999999,,M. DA C. LIMA SOARES,PRESIDENTE DUTRA,CENTRO,65760-000,1541,MANUAL
18784,41.373.283/0001-02,PRACA JOSÃ OTON GONÃALVES,MA,-5.284230699999988,-44.49161839999999,,J. FERNANDO G. DE SÃ,PRESIDENTE DUTRA,CENTRO,65760-000,S/N,MANUAL
17577,44.267.312/0001-31,AVENIDA AV CAMPO DANTAS,MA,-5.3014159,-44.4895546,,AUTO POSTO MOURA LTDA,PRESIDENTE DUTRA,CAMPO DANTAS,65760-000,1541,Manual
17643,07.114.264/0001-15,AVENIDA JOSE OLAVO SAMPAIO,MA,-5.289793400000016,-44.4942722,,M. N. DA SILVA TAVARES,PRESIDENTE DUTRA,CENTRO,65760-000,1225,MANUAL
16774,07.873.044/0001-75,AVENIDA JOSE OLAVO SAMPAIO,MA,-5.289982900000007,-44.49397049999998,,N. M. C. DE MELO COMBUSTIVEIS,PRESIDENTE DUTRA,CENTRO,65760-000,596,MANUAL
17784,13.793.792/0001-40,AVENIDA TANCREDO NEVES,MA,-5.29729950000001,-44.4952405,,CCL - CAMPOS COMBUSTIVEIS LTDA.,PRESIDENTE DUTRA,VILA MILITAR,65760-000,1471,MANUAL
18415,46.785.405/0001-83,AVENIDA OTON GONÃALVES DE SÃ,MA,-5.3009107,-44.4899297,,NC DISTRIBUIDORA DE COMBUSTIVEIS PD LTDA,PRESIDENTE DUTRA,CAMPO DANTAS,65760-000,850,Manual
18669,02.682.322/0001-93,BR 226 KM 01,MA,-5.296895100000003,-44.46115549999998,,POSTO DE COMBUSTIVEIS BINE SOARES LTDA,PRESIDENTE DUTRA,PARANUA,65760-000,100,MANUAL
17545,44.854.469/0001-63,AVENIDA JOSE OLAVO SAMPAIO,MA,-5.285436199999991,-44.4951776,,M COSTA COMERCIO E SERVICOS LTDA,PRESIDENTE DUTRA,CENTRO,65760-000,557,MANUAL
18827,35.711.858/0001-49,AVENIDA AVENIDA DA PRAIA QUADRA 19-A LOTEAMENTO RECREIO DO ARAGACY,MA,-2.515741600000019,-44.1957033,,F DE A S CAMPOS COMBUSTIVEIS LTDA,SAO JOSE DE RIBAMAR,ARACAGY,65110-000,SN,MANUAL
19138,49.179.132/0001-11,RUA ESTRADA DE RIBAMAR-MA 201,MA,-2.550389300000016,-44.1226799,,F DE A S CAMPOS DE  ABREU COMBUSTIVEIS E LUBRIFICANTES LTDA,SAO JOSE DE RIBAMAR,PINDAI,65110-000,S/N,MANUAL
19746,08.386.800/0005-28,AVENIDA GENERAL ARTHUR CARVALHO,MA,-2.500230699999995,-44.20118439999999,,J R EQUIPAMENTOS PARA COMUNICACAO EIRELI,SAO JOSE DE RIBAMAR,MIRITIUA,65110-000,468,MANUAL
19666,42.113.500/0001-80,RUA 13,MA,-2.546547599999998,-44.2034807,,K DERIVADOS DE PETROLEO LTDA,SAO JOSE DE RIBAMAR,VILLAGIO DO COHATRAC V,65110-000,79/81,MANUAL
17255,12.125.791/0012-18,RODOVIA MA 201,MA,-2.552663,-44.1862568,,L S COMERCIO E SERVICOS LTDA,SAO JOSE DE RIBAMAR,OUTEIRO,65110-000,1999,Manual
19584,12.125.791/0011-37,ENTRADA DA MATA,MA,-2.559218899999984,-44.2047859,,L S COMERCIO E SERVICOS LTDA,SAO JOSE DE RIBAMAR,MAIOBINHA,65110-000,1,MANUAL
17456,28.141.974/0001-04,RUA NEW ORLEANS,MA,-2.465246500000013,-44.1975838,,POSTO DUBAI III LTDA,SAO JOSE DE RIBAMAR,ARACAGY,65110-000,1,MANUAL
18118,04.034.035/0001-00,RODOVIA MA  203,MA,-2.455452799999991,-44.15120289999999,,POSTO ATLANTICO SUL LTDA,SAO JOSE DE RIBAMAR,ARACAGY,65110-000,20,MANUAL
18547,35.196.823/0007-04,RUA NOSSA SENHORA DA VITORIA,MA,-2.5136234,-44.1994368,,NICOLAU DERIVADOS DE PETROLEO LTDA,SAO JOSE DE RIBAMAR,TURU,65110-000,C -2,Manual
16708,41.665.553/0001-40,V TANCREDO NEVES,MA,-2.554480200000009,-44.20862599999998,,S F COMBUSTIVEIS LTDA,SAO JOSE DE RIBAMAR,CENTRO,65110-000,52,MANUAL
14407,30.293.995/0001-97,RUA DA VITORIA,MA,0,0,,J. A. COMBUSTIVEIS LTDA,SAO JOSE DE RIBAMAR,ESPACO SIDERAL,65110-000,6,MANUAL
19267,42.026.753/0001-16,AVENIDA TRINDADE,MA,-2.571303000000007,-44.158159,,CEDRO COMBUSTIVEIS E SERVICOS LTDA,SAO JOSE DE RIBAMAR,MATINHA,65110-000,3126,MANUAL
14617,12.125.791/0016-41,ESTRADA DA MAIOBA - MA 202,MA,-2.5384079,-44.1920616,,L S COMERCIO E SERVICOS LTDA,SAO JOSE DE RIBAMAR,TRIZIDELA DA MAIOBA,65110-000,7,Manual
14159,05.222.135/0001-15,RODOVIA MA 201,MA,-2.5539642,-44.1362589,,M D DERIVADOS DE PETROLEO LTDA,SAO JOSE DE RIBAMAR,MARACAJA,65110-000,SNR,Manual
16159,45.988.642/0001-89,AVENIDA MASCARENHAS  DE MORAIS,MA,-2.5653411,-44.1689866,,F DE A S CAMPOS COMBUSTIVEIS E LUBRIFICANTES LTDA,SAO JOSE DE RIBAMAR,VILA SARNEY FILHO I,65110-000,444,Manual
14631,26.461.920/0001-09,AVENIDA TANCREDO NEVES,MA,-2.570061399999994,-44.1887864,,K DE J C RIOS COSTA EIRELI,SAO JOSE DE RIBAMAR,VILA FLAMENGO,65110-000,23,MANUAL
18342,63.577.241/0001-18,ESTRADA DA MAIOBA,MA,-2.551841200000022,-44.21109060000001,,UBIRATAN COSTA COMERCIO E SERVICOS EIRELI,SAO LUIS,FORQUILHA,65054-040,52,MANUAL
17334,08.723.425/0001-30,AVENIDA JERONIMO DE ALBUQUERQUE MARANHAO,MA,-2.5173608,-44.2564006,,POSTO JOTA EME LTDA,SAO LUIS,BEQUIMAO,65060-645,16,Manual
15476,69.425.734/0002-08,AVENIDA GUAJAJARA,MA,-2.5614787,-44.2264628,,C. G. DE SOUSA LTDA,SAO LUIS,SAO CRISTOVAO,65055-285,205,Manual
15747,12.125.791/0022-90,"RUA V, PLANALTO ANIL III, 0",MA,-2.5436292,-44.2131703,,L S COMERCIO E SERVICOS LTDA,SAO LUIS,PLANALTO ANIL III,65050-875,1,Manual
19252,69.425.734/0001-19,RUA OESTE INTERNA,MA,-2.5765651,-44.2057329,,C. G. DE SOUSA LTDA,SAO LUIS,CIDADE OPERARIA,65058-207,S/N,Manual
15819,39.276.356/0001-98,RUA CELSO MAGALHAES,MA,-2.5304991,-44.2931308,,POSTO VICTORIA 3 LTDA,SAO LUIS,CENTRO,65020-130,639,Manual
14049,38.236.669/0001-50,AVENIDA SAO SEBASTIAO,MA,-2.543612200000007,-44.23343690000001,,AUTO POSTO FM LTDA,SAO LUIS,CRUZEIRO DO ANIL,65060-700,460,MANUAL
19034,69.582.757/0001-37,AVENIDA SENADOR VITORINO FREIRE,MA,-2.543410099999992,-44.29435580000001,,POSTO BACANGA LTDA,SAO LUIS,AREINHA,65050-330,1990,MANUAL
14064,03.778.534/0002-12,AVENIDA CASEMIRO JUNIOR,MA,-2.550514600000011,-44.24197680000001,,POSTO DE SERVICOS J. M. LTDA.,SAO LUIS,ANIL,65045-180,200,MANUAL
18687,12.125.791/0014-80,AVENIDA DOS HOLANDESES,MA,-2.489521,-44.2376273,,L S COMERCIO E SERVICOS LTDA,SAO LUIS,OLHO D'AGUA,65065-180,2,Manual
14078,22.833.351/0001-16,AVENIDA KENNEDY,MA,-2.542263100000013,-44.2842057,,REDE DE POSTOS CASTRO LTDA,SAO LUIS,FATIMA,65030-001,1034,MANUAL
17310,29.018.539/0002-30,AVENIDA SAO LUIS REI DE FRANCA,MA,-2.491322499999997,-44.2302537,,POSTO CARONE LTDA,SAO LUIS,OLHO D`AGUA,65065-470,1,MANUAL
15957,23.822.551/0001-36,VIA DE ACESSO A EMILIANO MACIEIRA,MA,-2.6264523,-44.3157793,,VALENTINA COMBUSTIVEIS LTDA,SAO LUIS,VILA MARANHAO,65091-320,100,Manual
14792,23.706.245/0004-87,AVENIDA DOS FRANCESES,MA,-2.555402500000021,-44.25071479999999,,POSTO AMERICANO LTDA,SAO LUIS,COHEB DO SACAVEM,65043-765,12,MANUAL
17189,35.196.823/0005-42,AVENIDA DOS HOLANDESES,MA,-2.489415500000005,-44.25089109999999,,NICOLAU DERIVADOS DE PETROLEO LTDA,SAO LUIS,OLHO DAGUA,65065-180,S/N,MANUAL
14096,27.192.758/0006-30,AVENIDA GUAJAJARAS,MA,-2.566250800000012,-44.2306199,,AGUIAR PETROLEO E LOCACOES LTDA,SAO LUIS,TIRIRICAL,65055-285,S/N,MANUAL
18748,23.037.695/0002-62,AVENIDA DOS FRANCESES,MA,-2.562272000000001,-44.24635399999999,,CARONE COMBUSTIVEIS LTDA,SAO LUIS,SANTO ANTONIO,65036-284,200,MANUAL
19446,08.302.673/0001-08,AVENIDA LOURENCO VIEIRA DA SILVA,MA,-2.566949599999977,-44.22499509999999,,M. E. P. DA COSTA,SAO LUIS,COHAPAM,65056-060,98,MANUAL
19444,27.192.758/0007-10,AVENIDA ITAPIRACO,MA,-2.526241700000016,-44.19023179999999,,AGUIAR PETROLEO E LOCACOES LTDA,SAO LUIS,ANIL,65051-160,S/N,MANUAL
16219,08.211.052/0001-19,RUA NOSSA SENHORA DA LUZ,MA,-2.5498269,-44.2344611,,C N M COMERCIO DE COMBUSTIVEIS LTDA,SAO LUIS,ANIL,65057-220,1,Manual
18978,02.499.715/0003-28,RUA PRINCIPAL,MA,-2.6188788,-44.3175283,,ROMA TRUCK CENTER LTDA,SAO LUIS,VILA MARANHAO,65091-242,50,Manual
16414,10.502.173/0001-61,AVENIDA PRESIDENTE MEDICI,MA,-2.5514747,-44.279801,,POSTO LIMA LTDA,SAO LUIS,FATIMA,65031-420,207,Manual
16422,41.713.020/0001-97,AVENIDA JERONIMO DE ALBUQUERQUE MARANHAO,MA,-2.552808,-44.2195737,,GARCIA COMERCIO DE PETROLEO LTDA,SAO LUIS,FORQUILHA,65054-015,25,Manual
16528,27.192.758/0003-97,AVENIDA SAO LUIS REI DE FRANCA,MA,-2.5153931,-44.2253409,,AGUIAR PETROLEO E LOCACOES LTDA,SAO LUIS,TURU,65065-470,15,Manual
18157,07.521.677/0001-14,AVENIDA SANTOS DUMONT,MA,-2.5609308,-44.2386427,,POSTO PINGUIM LTDA,SAO LUIS,SAO CRISTOVAO,65046-660,66,Manual
15360,08.892.570/0001-45,RUA 1300,MA,-2.548176399999993,-44.20928319999999,,SERVI POSTO GASOLEOS COHATRAC LTDA,SAO LUIS,PARQUE AURORA,65050-330,1,MANUAL
17022,69.418.101/0001-83,AVENIDA JERONIMO DE ALBUQUERQUE  MARANHAO,MA,-2.539399300000011,-44.2206334,,LIMA COMERCIAL DE COMBUSTIVEIS LTDA,SAO LUIS,COHAB ANIL I,65051-210,5,MANUAL
16985,23.706.245/0005-68,AVENIDA DOS HOLANDESES,MA,-2.491498299999995,-44.2338105,,POSTO AMERICANO LTDA,SAO LUIS,OLHO D'AGUA,65065-180,202,MANUAL
16662,07.233.294/0001-40,AVENIDA DANIEL DE LA TOUCHE,MA,-2.5162437,-44.2464392,,J R FERREIRA EIRELI,SAO LUIS,COHAMA,65074-115,2004,Manual
16448,19.677.513/0001-60,AVENIDA ENGENHEIRO EMILIANO MACIEIRA,MA,-2.683359599999988,-44.29583099999999,,POSTO MILLENA LTDA,SAO LUIS,PEDRINHAS,65095-603,25,MANUAL
17900,08.947.513/0001-16,ESTRADA DE RIBAMAR,MA,-2.552865,-44.2157506,,MARINES T. KERLLER,SAO LUIS,FORQUILHA,65054-005,10,Manual
15120,12.125.791/0013-07,AVENIDA SAO LUIS REI DE FRANCA,MA,-2.517689300000001,-44.22553690000002,,L S COMERCIO E SERVICOS LTDA,SAO LUIS,TURU,65065-470,190,MANUAL
18040,27.192.758/0005-59,AVENIDA DOS FRANCESES,MA,-2.543824099999994,-44.2596424,,AGUIAR PETROLEO E LOCACOES LTDA,SAO LUIS,BARRETO,65036-281,188,MANUAL
16134,12.125.791/0018-03,AVENIDA DANIEL DE LA TOUCHE,MA,-2.5173695,-44.24696169999999,,L S COMERCIO E SERVICOS LTDA,SAO LUIS,COHAMA,65074-115,13,MANUAL
18094,01.672.167/0002-42,AVENIDA ENGENHEIRO EMILIANO MACIEIRA,MA,-2.683359599999988,-44.29583099999999,,AMERICANO COMERCIO DE COMBUSTIVEIS LTDA,SAO LUIS,PEDRINHAS,65095-603,163,MANUAL
14957,06.302.616/0001-01,AVENIDA PRESIDENTE KENNEDY,MA,-2.538875200000013,-44.28959430000001,,COMERCIAL PETROMAR LTDA,SAO LUIS,CENTRO,65025-001,SN,MANUAL
16221,12.125.791/0006-70,AVENIDA DANIEL DE LA TOUCHE,MA,-2.539814199999988,-44.26537819999998,,L S COMERCIO E SERVICOS LTDA,SAO LUIS,COHAMA,65074-115,4,MANUAL
16650,01.672.167/0004-04,AVENIDA DOS FRANCESES,MA,-2.538029399999995,-44.27075400000001,,AMERICANO COMERCIO DE COMBUSTIVEIS LTDA,SAO LUIS,VILA PALMEIRA,65036-281,150,MANUAL
18322,26.074.528/0001-07,RUA DO OUTEIRO,MA,-2.5363552,-44.29559940000001,,POSTO PATRIMONIO EIRELI - ME,SAO LUIS,CENTRO,65025-670,687,MANUAL
17464,30.400.507/0001-01,RUA TRINTA E QUATRO,MA,-2.5450514,-44.2925476,,ECONOMICO AREINHA LTDA,SAO LUIS,AREINHA,65032-170,35,Manual
17037,08.769.330/0001-58,RUA FRANCISCO MARIANO,MG,-21.43647240000002,-45.94756839999999,,AUTO POSTO SOUZA II LTDA. - EPP,ALFENAS,CENTRO,37130-000,680,MANUAL
16794,16.652.000/0001-06,AVENIDA GOVERNADOR VALADARES,MG,-21.42147549999998,-45.9472897,,POSTO SOUZA LTDA.,ALFENAS,CENTRO,37130-027,2536,MANUAL
15633,06.329.051/0001-48,AVENIDA JOSE PAULINO DA COSTA,MG,-21.44330099999999,-45.94827470000002,,VIOLETA ALFENAS AUTO POSTO LTDA,ALFENAS,CENTRO,37130-001,444,MANUAL
18552,05.127.263/0001-80,RUA JOSE PARAISO,MG,-21.4127484,-45.9579915,,AUTO POSTO PAULA FREITAS COM. DE COMBUSTIVEIS LTDA,ALFENAS,RESIDENCIAL OLIVEIRA,37136-074,495,MANUAL
15648,33.817.696/0003-64,AVENIDA HENRIQUE MUNHOZ GARCIA,MG,-21.42277870000001,-45.96223430000001,,POSTO REDE VERDE LTDA,ALFENAS,JARDIM BOA ESPERANCA III,37135-152,395,MANUAL
15527,10.465.604/0001-67,AVENIDA JOVINO FERNANDES SALLES,MG,-21.42377690000001,-45.96784909999999,,AUTO POSTO ARCANJO MIGUEL LTDA,ALFENAS,JARDIM BOA ESPERANÃA,37130-000,940,MANUAL
14584,32.299.988/0001-28,AVENIDA GOVERNADOR VALADARES,MG,-21.407265,-45.9473533,,GASCOP COMBUSTIVEIS LTDA,ALFENAS,JARDIM SAO CARLOS,37137-224,1948,MANUAL
16475,07.636.728/0001-53,RUA FRANCISCO MARIANO,MG,-21.43727820000001,-45.94725019999998,,AUTO POSTO GIGI LTDA,ALFENAS,CENTRO,37130-001,773,MANUAL
14981,19.355.924/0001-39,AVENIDA GOVERNADOR VALADARES,MG,-21.41635260000001,-45.94715059999998,,NOSSO POSTO DE ALFENAS LTDA,ALFENAS,JARDIM SAO CARLOS,37130-001,896,MANUAL
15565,08.562.870/0001-66,RUA SAO SALVADOR,MG,-18.66364450000001,-48.178615,,COOPDIESEL-COOPERATIVA DE PESSOAS FISICAS E JURIDICAS NO SEGMENTO DE TRANSPORTES EM GERAL,ARAGUARI,SAO LUIZ,38446-130,671,MANUAL
14103,08.562.870/0003-28,RUA GUANABARA,MG,-18.6699636,-48.1779421,,COOPDIESEL-COOPERATIVA DE PESSOAS FISICAS E JURIDICAS NO SEGMENTO DE TRANSPORTES EM GERAL,ARAGUARI,NOSSA SENHORA DA PENHA,38446-388,634,Manual
14697,02.442.520/0001-80,RUA JOAQUIM BARBOSA,MG,-18.6705556,-48.18027779999999,,LEAO AUTO POSTO LTDA,ARAGUARI,MILENIUM,38446-146,1480,MANUAL
18251,08.171.637/0001-52,RUA JAIME GOMES,MG,-18.64998589999999,-48.18898409999999,,RAFA COMERCIO DE COMBUSTIVEIS LTDA,ARAGUARI,CENTRO,38440-074,91,MANUAL
15101,12.116.615/0001-67,RUA AUGUSTO CARPANEDA,MG,-18.63394160000002,-48.20051640000001,,POSTO ARAGUAIA LTDA,ARAGUARI,SANTA TEREZINHA,38447-227,625,MANUAL
17322,36.203.543/0001-53,RODOVIA BR-050,MG,-18.6648369,-48.1677132,,MG COMERCIO DE COMBUSTIVEIS LTDA,ARAGUARI,DISTRITO INDUSTRIAL,38446-232,KM 41,Manual
15173,06.315.263/0001-76,AVENIDA VEREADOR GERALDO TEODORO,MG,-18.658541,-48.183524,,AUTO POSTO JL LTDA,ARAGUARI,BOSQUE,38446-124,290,Manual
15251,04.224.679/0010-44,RODOVIA BR-050,MG,-20.01510129999999,-47.7836624,,CINQUENTAO COMERCIO DE COMBUSTIVEIS LTDA,ARAGUARI,DISTRITO INDUSTRIAL,38446-232,S/N,MANUAL
16316,08.369.237/0001-56,RODOVIA BR 050,MG,-18.74990579999999,-48.23555020000001,,NETO COMERCIO DE COMBUSTIVEIS LTDA,ARAGUARI,SUBURBIO,38442-239,S/N,MANUAL
14966,07.453.243/0002-05,PRAÃA JUVENIL ALVES DE MELO,MG,-18.65749729999998,-48.18476050000001,,POSTO NASCIMENTO LTDA,ARAGUARI,JARDIM REGINA,38440-140,131,MANUAL
19580,42.239.864/0001-00,RODOVIA BR-050,MG,-18.66483690000001,-48.16771319999998,,VIA 050 COMBUSTIVEIS LTDA,ARAGUARI,DISTRITO INDUSTRIAL,38446-232,SN,MANUAL
15530,18.884.742/0001-92,AVENIDA DOUTOR DANILO CUNHA,MG,-19.5817145,-46.9424555,,CAMARGO COMBUSTIVEIS LTDA  - ME,ARAXA,BOM JESUS,38181-001,15,Manual
18273,26.401.455/0001-02,AVENIDA HITALO ROS,MG,-19.58582390000001,-46.93088909999999,,SKINA AUTO POSTO LIMITADA,ARAXA,MORADA DO SOL,38181-419,785,MANUAL
17431,03.572.854/0001-30,AVENIDA DAMASO DRUMOND,MG,-19.591058,-46.9334297,,ALBANO DE AZEVEDO E SOUZA & CIA LTDA,ARAXA,VILA SAO PEDRO,38183-063,975,Manual
15651,03.572.854/0007-26,AVENIDA JOAO PAULO II,MG,-19.58658450000001,-46.94585670000001,,ALBANO DE AZEVEDO E SOUZA & CIA LTDA,ARAXA,CENTRO,38183-000,170,MANUAL
17981,17.997.479/0009-32,AVENIDA IMBIARA,MG,-19.5989585,-46.94010409999998,,MAXDIESEL VEICULOS E PECAS - EIRELI,ARAXA,CENTRO,38180-000,603,MANUAL
15280,03.572.854/0002-11,AVENIDA PEDRO DE PAULA LEMOS,MG,-19.58042110000001,-46.9354228,,ALBANO DE AZEVEDO E SOUZA & CIA LTDA,ARAXA,DOMINGOS ZEMA,38181-179,3,MANUAL
19671,15.746.091/0001-86,AVENIDA   AMAZONAS,MG,-19.5830524,-46.9474728,,PETRO BULL COMBUSTIVEIS LTDA,ARAXA,SAO GERALDO,38180-084,308,Manual
19609,19.602.000/0001-90,AVENIDA MINISTRO OLAVO DRUMMOND,MG,-19.56197119999999,-46.97327100000002,,AUTO POSTO TREVO RIO BRANCO LTDA,ARAXA,AEROPORTO,38180-400,2950,MANUAL
19860,35.758.793/0001-97,AVENIDA IMBIARA,MG,-19.5935716,-46.941117,,REDE DE POSTOS 2000 I DE COMBUSTIVEIS LTDA,ARAXA,CENTRO,38183-244,30,Manual
19238,32.719.203/0001-29,RUA MARANHAO,MG,-19.58465390000001,-46.94522820000001,,POSTO ARAXA VINTE E SEIS LTDA,ARAXA,SAO GERALDO,38180-086,20,MANUAL
19197,17.428.198/0001-01,AVENIDA HITALO ROS,MG,-19.585611,-46.929764,,PEREIRA COMERCIO DE COMBUSTIVEIS LTDA,ARAXA,MORADA DO SOL,38181-419,1300,Manual
